log_name,drift_types,change_trace_idx
log_146_1708942900.xes,sudden,"[(1577, 1577)]"
log_1470_1708943042.xes,,
log_1471_1708943045.xes,,
log_1472_1708943051.xes,"sudden, sudden","[(1853, 1853), (4623, 4623)]"
log_1473_1708943053.xes,,
log_1474_1708943056.xes,"sudden, sudden","[(1906, 1906), (3437, 3437)]"
log_1475_1708943059.xes,,
log_1476_1708943062.xes,"sudden, sudden, sudden","[(1708, 1708), (3967, 3967), (5930, 5930)]"
log_1477_1708943068.xes,sudden,"[(2137, 2137)]"
log_1478_1708943072.xes,gradual,"[(775, 1302)]"
log_1479_1708943076.xes,sudden,"[(1315, 1315)]"
log_147_1708942902.xes,"sudden, sudden","[(1093, 1093), (2270, 2270)]"
log_1480_1708943079.xes,sudden,"[(1966, 1966)]"
log_1481_1708943084.xes,"sudden, sudden, sudden","[(1956, 1956), (4175, 4175), (5600, 5600)]"
log_1482_1708943094.xes,,
log_1483_1708942922.xes,sudden,"[(1860, 1860)]"
log_1484_1708942925.xes,gradual,"[(2068, 2356)]"
log_1485_1708942934.xes,,
log_1486_1708942938.xes,"sudden, sudden","[(1453, 1453), (4736, 4736)]"
log_1487_1708942942.xes,,
log_1488_1708942945.xes,,
log_1489_1708942953.xes,sudden,"[(1750, 1750)]"
log_148_1708942907.xes,sudden,"[(1989, 1989)]"
log_1490_1708942957.xes,,
log_1491_1708942960.xes,sudden,"[(1551, 1551)]"
log_1492_1708942964.xes,sudden,"[(1916, 1916)]"
log_1493_1708942967.xes,,
log_1494_1708942970.xes,sudden,"[(1412, 1412)]"
log_1495_1708942978.xes,sudden,"[(1562, 1562)]"
log_1496_1708942980.xes,,
log_1497_1708942981.xes,sudden,"[(3415, 3415)]"
log_1498_1708942985.xes,sudden,"[(1565, 1565)]"
log_1499_1708942988.xes,sudden,"[(1361, 1361)]"
log_149_1708942912.xes,sudden,"[(2152, 2152)]"
log_14_1708942779.xes,sudden,"[(2187, 2187)]"
log_1500_1708942991.xes,"sudden, sudden","[(1507, 1507), (3213, 3213)]"
log_1501_1708942996.xes,"sudden, sudden","[(633, 633), (2032, 2032)]"
log_1502_1708943003.xes,sudden,"[(1504, 1504)]"
log_1503_1708943006.xes,sudden,"[(1425, 1425)]"
log_1504_1708943016.xes,,
log_1505_1708943019.xes,,
log_1506_1708943021.xes,,
log_1507_1708943024.xes,sudden,"[(3064, 3064)]"
log_1508_1708943027.xes,,
log_1509_1708943036.xes,"sudden, sudden, sudden","[(1559, 1559), (3655, 3655), (5635, 5635)]"
log_150_1708942917.xes,sudden,"[(1563, 1563)]"
log_1510_1708943048.xes,,
log_1511_1708943053.xes,sudden,"[(1404, 1404)]"
log_1512_1708943055.xes,,
log_1513_1708943057.xes,"sudden, sudden","[(2085, 2085), (4014, 4014)]"
log_1514_1708943063.xes,gradual,"[(2190, 2986)]"
log_1515_1708943068.xes,,
log_1516_1708943072.xes,gradual,"[(4801, 5317)]"
log_1517_1708943080.xes,,
log_1518_1708943082.xes,,
log_1519_1708943085.xes,sudden,"[(1944, 1944)]"
log_151_1708942919.xes,sudden,"[(1224, 1224)]"
log_1520_1708943088.xes,"sudden, sudden","[(1635, 1635), (2946, 2946)]"
log_1521_1708942922.xes,,
log_1522_1708942925.xes,"sudden, sudden","[(1413, 1413), (2503, 2503)]"
log_1523_1708942928.xes,,
log_1524_1708942931.xes,,
log_1525_1708942952.xes,"sudden, sudden","[(1493, 1493), (3648, 3648)]"
log_1526_1708942959.xes,sudden,"[(1883, 1883)]"
log_1527_1708942967.xes,,
log_1528_1708942968.xes,,
log_1529_1708942971.xes,,
log_152_1708942923.xes,sudden,"[(2113, 2113)]"
log_1530_1708942977.xes,,
log_1531_1708942979.xes,,
log_1532_1708942983.xes,sudden,"[(2284, 2284)]"
log_1533_1708942987.xes,"sudden, sudden","[(1580, 1580), (2969, 2969)]"
log_1534_1708942989.xes,sudden,"[(1850, 1850)]"
log_1535_1708942991.xes,,
log_1536_1708942996.xes,sudden,"[(1565, 1565)]"
log_1537_1708943004.xes,sudden,"[(1641, 1641)]"
log_1538_1708943008.xes,,
log_1539_1708943018.xes,,
log_153_1708942732.xes,,
log_1540_1708943020.xes,sudden,"[(2054, 2054)]"
log_1541_1708943023.xes,,
log_1542_1708943026.xes,sudden,"[(1233, 1233)]"
log_1543_1708943027.xes,,
log_1544_1708943035.xes,,
log_1545_1708943037.xes,,
log_1546_1708943045.xes,,
log_1547_1708943047.xes,,
log_1548_1708943068.xes,sudden,"[(1384, 1384)]"
log_1549_1708943070.xes,sudden,"[(1241, 1241)]"
log_154_1708942735.xes,,
log_1550_1708943073.xes,,
log_1551_1708943075.xes,"sudden, sudden, sudden","[(2267, 2267), (3570, 3570), (5234, 5234)]"
log_1552_1708943077.xes,,
log_1553_1708943080.xes,sudden,"[(1957, 1957)]"
log_1554_1708943081.xes,,
log_1555_1708943084.xes,,
log_1556_1708943086.xes,sudden,"[(1568, 1568)]"
log_1557_1708943087.xes,,
log_1558_1708943092.xes,sudden,"[(1750, 1750)]"
log_1559_1708942926.xes,,
log_155_1708942737.xes,,
log_1560_1708942932.xes,sudden,"[(1773, 1773)]"
log_1561_1708942941.xes,,
log_1562_1708942946.xes,,
log_1563_1708942947.xes,,
log_1564_1708942949.xes,"sudden, sudden","[(1417, 1417), (3620, 3620)]"
log_1565_1708942954.xes,"sudden, sudden","[(790, 790), (1930, 1930)]"
log_1566_1708942964.xes,,
log_1567_1708942969.xes,"sudden, sudden","[(1946, 1946), (3281, 3281)]"
log_1568_1708942972.xes,,
log_1569_1708942977.xes,sudden,"[(1968, 1968)]"
log_156_1708942744.xes,,
log_1570_1708942982.xes,"sudden, sudden","[(1125, 1125), (2435, 2435)]"
log_1571_1708942987.xes,gradual,"[(3635, 4575)]"
log_1572_1708942993.xes,sudden,"[(1644, 1644)]"
log_1573_1708942996.xes,,
log_1574_1708943001.xes,sudden,"[(1639, 1639)]"
log_1575_1708943004.xes,sudden,"[(1438, 1438)]"
log_1576_1708943006.xes,sudden,"[(1455, 1455)]"
log_1577_1708943012.xes,,
log_1578_1708943020.xes,,
log_1579_1708943030.xes,sudden,"[(2238, 2238)]"
log_157_1708942747.xes,,
log_1580_1708943056.xes,,
log_1581_1708943067.xes,sudden,"[(1370, 1370)]"
log_1582_1708943069.xes,"sudden, sudden","[(2088, 2088), (3761, 3761)]"
log_1583_1708943078.xes,sudden,"[(1186, 1186)]"
log_1584_1708943080.xes,,
log_1585_1708943087.xes,"sudden, sudden, sudden","[(1640, 1640), (3898, 3898), (5806, 5806)]"
log_1586_1708943098.xes,,
log_1587_1708943107.xes,,
log_1588_1708943111.xes,,
log_1589_1708943115.xes,sudden,"[(1699, 1699)]"
log_158_1708942755.xes,sudden,"[(1898, 1898)]"
log_1590_1708943119.xes,,
log_1591_1708943121.xes,,
log_1592_1708943123.xes,sudden,"[(2108, 2108)]"
log_1593_1708943129.xes,,
log_1594_1708943133.xes,,
log_1595_1708943139.xes,sudden,"[(1059, 1059)]"
log_1596_1708943143.xes,,
log_1597_1708942929.xes,,
log_1598_1708942936.xes,,
log_1599_1708942941.xes,sudden,"[(1452, 1452)]"
log_159_1708942757.xes,"sudden, sudden","[(1945, 1945), (3493, 3493)]"
log_15_1708942783.xes,"sudden, sudden, sudden","[(2191, 2191), (3638, 3638), (5633, 5633)]"
log_1600_1708942943.xes,,
log_1601_1708942944.xes,sudden,"[(2115, 2115)]"
log_1602_1708942947.xes,sudden,"[(1279, 1279)]"
log_1603_1708942951.xes,sudden,"[(3062, 3062)]"
log_1604_1708942957.xes,"sudden, sudden","[(2213, 2213), (3879, 3879)]"
log_1605_1708942965.xes,sudden,"[(2815, 2815)]"
log_1606_1708942974.xes,"sudden, sudden","[(1559, 1559), (2875, 2875)]"
log_1607_1708942976.xes,,
log_1608_1708942978.xes,sudden,"[(1480, 1480)]"
log_1609_1708942981.xes,sudden,"[(1624, 1624)]"
log_160_1708942761.xes,sudden,"[(1232, 1232)]"
log_1610_1708942983.xes,"sudden, sudden","[(1157, 1157), (5010, 5010)]"
log_1611_1708942987.xes,,
log_1612_1708942990.xes,sudden,"[(1575, 1575)]"
log_1613_1708942992.xes,,
log_1614_1708943003.xes,"sudden, sudden","[(1939, 1939), (3219, 3219)]"
log_1615_1708943013.xes,sudden,"[(2172, 2172)]"
log_1616_1708943016.xes,,
log_1617_1708943019.xes,"gradual, sudden, sudden","[(2637, 3606), (4125, 4125), (5795, 5795)]"
log_1618_1708943028.xes,,
log_1619_1708943030.xes,sudden,"[(5229, 5229)]"
log_161_1708942762.xes,sudden,"[(1549, 1549)]"
log_1620_1708943045.xes,"sudden, sudden","[(1572, 1572), (3128, 3128)]"
log_1621_1708943064.xes,,
log_1622_1708943069.xes,,
log_1623_1708943071.xes,,
log_1624_1708943079.xes,"sudden, sudden","[(1910, 1910), (3362, 3362)]"
log_1625_1708943086.xes,"sudden, sudden, sudden","[(1927, 1927), (3705, 3705), (5627, 5627)]"
log_1626_1708943099.xes,,
log_1627_1708943103.xes,,
log_1628_1708943106.xes,,
log_1629_1708943110.xes,"sudden, sudden","[(1438, 1438), (2705, 2705)]"
log_162_1708942765.xes,sudden,"[(1478, 1478)]"
log_1630_1708943113.xes,sudden,"[(1916, 1916)]"
log_1631_1708943124.xes,,
log_1632_1708943126.xes,sudden,"[(1534, 1534)]"
log_1633_1708943130.xes,,
log_1634_1708943132.xes,"sudden, sudden, sudden","[(1753, 1753), (3062, 3062), (4845, 4845)]"
log_1635_1708942931.xes,sudden,"[(2039, 2039)]"
log_1636_1708942934.xes,,
log_1637_1708942948.xes,"sudden, sudden","[(2159, 2159), (3220, 3220)]"
log_1638_1708942952.xes,sudden,"[(980, 980)]"
log_1639_1708942954.xes,,
log_163_1708942766.xes,"sudden, sudden, sudden","[(1425, 1425), (3228, 3228), (5347, 5347)]"
log_1640_1708942967.xes,,
log_1641_1708942974.xes,sudden,"[(1649, 1649)]"
log_1642_1708942977.xes,,
log_1643_1708942979.xes,,
log_1644_1708942983.xes,,
log_1645_1708942987.xes,sudden,"[(1694, 1694)]"
log_1646_1708942995.xes,,
log_1647_1708942998.xes,sudden,"[(2157, 2157)]"
log_1648_1708943003.xes,,
log_1649_1708943004.xes,sudden,"[(1727, 1727)]"
log_164_1708942773.xes,,
log_1650_1708943009.xes,sudden,"[(1478, 1478)]"
log_1651_1708943014.xes,"sudden, sudden","[(2016, 2016), (3891, 3891)]"
log_1652_1708943020.xes,,
log_1653_1708943026.xes,sudden,"[(1481, 1481)]"
log_1654_1708943028.xes,sudden,"[(2041, 2041)]"
log_1655_1708943033.xes,"sudden, sudden, sudden","[(2067, 2067), (3497, 3497), (5098, 5098)]"
log_1656_1708943040.xes,,
log_1657_1708943043.xes,sudden,"[(1093, 1093)]"
log_1658_1708943051.xes,,
log_1659_1708943059.xes,sudden,"[(2101, 2101)]"
log_165_1708942784.xes,,
log_1660_1708943063.xes,,
log_1661_1708943066.xes,sudden,"[(2229, 2229)]"
log_1662_1708943074.xes,,
log_1663_1708943081.xes,sudden,"[(2991, 2991)]"
log_1664_1708943088.xes,,
log_1665_1708943091.xes,sudden,"[(1603, 1603)]"
log_1666_1708943093.xes,sudden,"[(2086, 2086)]"
log_1667_1708943103.xes,"sudden, sudden, sudden","[(1261, 1261), (2299, 2299), (3885, 3885)]"
log_1668_1708943108.xes,,
log_1669_1708943115.xes,sudden,"[(2310, 2310)]"
log_166_1708942789.xes,sudden,"[(2551, 2551)]"
log_1670_1708943132.xes,,
log_1671_1708943137.xes,,
log_1672_1708943143.xes,,
log_1673_1708942932.xes,sudden,"[(3392, 3392)]"
log_1674_1708942935.xes,,
log_1675_1708942940.xes,sudden,"[(2182, 2182)]"
log_1676_1708942941.xes,,
log_1677_1708942945.xes,,
log_1678_1708942954.xes,sudden,"[(2007, 2007)]"
log_1679_1708942956.xes,sudden,"[(1621, 1621)]"
log_167_1708942792.xes,sudden,"[(1284, 1284)]"
log_1680_1708942961.xes,sudden,"[(1574, 1574)]"
log_1681_1708942964.xes,"sudden, sudden","[(1700, 1700), (3307, 3307)]"
log_1682_1708942973.xes,,
log_1683_1708942977.xes,"sudden, sudden","[(2378, 2378), (4176, 4176)]"
log_1684_1708942988.xes,sudden,"[(1426, 1426)]"
log_1685_1708943003.xes,sudden,"[(1844, 1844)]"
log_1686_1708943013.xes,sudden,"[(1734, 1734)]"
log_1687_1708943017.xes,sudden,"[(1129, 1129)]"
log_1688_1708943019.xes,sudden,"[(1361, 1361)]"
log_1689_1708943028.xes,sudden,"[(1603, 1603)]"
log_168_1708942794.xes,,
log_1690_1708943033.xes,sudden,"[(1885, 1885)]"
log_1691_1708943040.xes,,
log_1692_1708943041.xes,,
log_1693_1708943045.xes,sudden,"[(1778, 1778)]"
log_1694_1708943048.xes,"sudden, sudden","[(1818, 1818), (3662, 3662)]"
log_1695_1708943052.xes,gradual,"[(2179, 2982)]"
log_1696_1708943059.xes,"sudden, sudden","[(2209, 2209), (4288, 4288)]"
log_1697_1708943067.xes,,
log_1698_1708943075.xes,sudden,"[(1679, 1679)]"
log_1699_1708943077.xes,sudden,"[(1941, 1941)]"
log_169_1708942798.xes,,
log_16_1708942793.xes,"sudden, sudden, sudden","[(1605, 1605), (3063, 3063), (5269, 5269)]"
log_1700_1708943084.xes,,
log_1701_1708943088.xes,,
log_1702_1708943090.xes,,
log_1703_1708943093.xes,,
log_1704_1708943098.xes,sudden,"[(1509, 1509)]"
log_1705_1708943101.xes,sudden,"[(2664, 2664)]"
log_1706_1708943106.xes,sudden,"[(1555, 1555)]"
log_1707_1708943111.xes,,
log_1708_1708943114.xes,,
log_1709_1708943116.xes,,
log_170_1708942798.xes,,
log_1710_1708943127.xes,sudden,"[(1754, 1754)]"
log_1711_1708942935.xes,"sudden, sudden, sudden","[(1501, 1501), (3665, 3665), (5098, 5098)]"
log_1712_1708942943.xes,"sudden, sudden, sudden","[(1261, 1261), (2898, 2898), (4435, 4435)]"
log_1713_1708942948.xes,"sudden, sudden","[(1606, 1606), (3054, 3054)]"
log_1714_1708942952.xes,sudden,"[(1574, 1574)]"
log_1715_1708942955.xes,sudden,"[(2044, 2044)]"
log_1716_1708942964.xes,,
log_1717_1708942969.xes,,
log_1718_1708942969.xes,,
log_1719_1708942971.xes,sudden,"[(1559, 1559)]"
log_171_1708942800.xes,,
log_1720_1708942976.xes,"sudden, sudden","[(2089, 2089), (4353, 4353)]"
log_1721_1708942988.xes,"sudden, sudden","[(1615, 1615), (3116, 3116)]"
log_1722_1708942992.xes,sudden,"[(1834, 1834)]"
log_1723_1708942995.xes,gradual,"[(2371, 2700)]"
log_1724_1708943001.xes,,
log_1725_1708943005.xes,sudden,"[(1952, 1952)]"
log_1726_1708943024.xes,,
log_1727_1708943026.xes,,
log_1728_1708943028.xes,sudden,"[(1686, 1686)]"
log_1729_1708943030.xes,,
log_172_1708942804.xes,,
log_1730_1708943033.xes,sudden,"[(1633, 1633)]"
log_1731_1708943037.xes,sudden,"[(1674, 1674)]"
log_1732_1708943038.xes,sudden,"[(1712, 1712)]"
log_1733_1708943057.xes,,
log_1734_1708943059.xes,,
log_1735_1708943062.xes,sudden,"[(1206, 1206)]"
log_1736_1708943063.xes,"sudden, sudden","[(1215, 1215), (3249, 3249)]"
log_1737_1708943070.xes,sudden,"[(1555, 1555)]"
log_1738_1708943073.xes,sudden,"[(1917, 1917)]"
log_1739_1708943078.xes,sudden,"[(1912, 1912)]"
log_173_1708942805.xes,sudden,"[(1876, 1876)]"
log_1740_1708943084.xes,,
log_1741_1708943089.xes,sudden,"[(1408, 1408)]"
log_1742_1708943092.xes,sudden,"[(1663, 1663)]"
log_1743_1708943095.xes,,
log_1744_1708943096.xes,,
log_1745_1708943100.xes,,
log_1746_1708943103.xes,sudden,"[(1753, 1753)]"
log_1747_1708943106.xes,sudden,"[(1699, 1699)]"
log_1748_1708943109.xes,sudden,"[(1613, 1613)]"
log_1749_1708942937.xes,,
log_174_1708942814.xes,,
log_1750_1708942942.xes,sudden,"[(1806, 1806)]"
log_1751_1708942951.xes,,
log_1752_1708942954.xes,"sudden, sudden","[(1745, 1745), (4664, 4664)]"
log_1753_1708942958.xes,,
log_1754_1708942960.xes,,
log_1755_1708942967.xes,,
log_1756_1708942971.xes,gradual,"[(2515, 2697)]"
log_1757_1708942976.xes,sudden,"[(1494, 1494)]"
log_1758_1708942982.xes,gradual,"[(2623, 2944)]"
log_1759_1708942988.xes,sudden,"[(3174, 3174)]"
log_175_1708942819.xes,sudden,"[(1908, 1908)]"
log_1760_1708942993.xes,sudden,"[(1464, 1464)]"
log_1761_1708942995.xes,sudden,"[(1154, 1154)]"
log_1762_1708943008.xes,sudden,"[(1511, 1511)]"
log_1763_1708943011.xes,,
log_1764_1708943021.xes,sudden,"[(4266, 4266)]"
log_1765_1708943035.xes,sudden,"[(1289, 1289)]"
log_1766_1708943048.xes,,
log_1767_1708943052.xes,"sudden, sudden","[(1967, 1967), (4143, 4143)]"
log_1768_1708943058.xes,,
log_1769_1708943061.xes,sudden,"[(1299, 1299)]"
log_176_1708942829.xes,"sudden, sudden","[(1368, 1368), (3623, 3623)]"
log_1770_1708943065.xes,,
log_1771_1708943071.xes,,
log_1772_1708943072.xes,,
log_1773_1708943074.xes,,
log_1774_1708943076.xes,,
log_1775_1708943081.xes,sudden,"[(2300, 2300)]"
log_1776_1708943094.xes,"sudden, sudden, sudden","[(1761, 1761), (3116, 3116), (5094, 5094)]"
log_1777_1708943097.xes,,
log_1778_1708943100.xes,sudden,"[(2082, 2082)]"
log_1779_1708943105.xes,sudden,"[(2268, 2268)]"
log_177_1708942834.xes,,
log_1780_1708943109.xes,"sudden, sudden","[(2069, 2069), (4077, 4077)]"
log_1781_1708943112.xes,,
log_1782_1708943116.xes,sudden,"[(2794, 2794)]"
log_1783_1708943128.xes,,
log_1784_1708943130.xes,"sudden, sudden","[(1258, 1258), (3306, 3306)]"
log_1785_1708943136.xes,,
log_1786_1708943140.xes,,
log_1787_1708942940.xes,"sudden, sudden","[(2126, 2126), (4252, 4252)]"
log_1788_1708942943.xes,,
log_1789_1708942945.xes,"sudden, sudden","[(1130, 1130), (2342, 2342)]"
log_178_1708942834.xes,,
log_1790_1708942953.xes,,
log_1791_1708942956.xes,sudden,"[(2329, 2329)]"
log_1792_1708942967.xes,sudden,"[(1330, 1330)]"
log_1793_1708942969.xes,"sudden, sudden, sudden","[(1833, 1833), (3419, 3419), (4908, 4908)]"
log_1794_1708942976.xes,,
log_1795_1708942980.xes,sudden,"[(1859, 1859)]"
log_1796_1708942985.xes,,
log_1797_1708942990.xes,sudden,"[(2032, 2032)]"
log_1798_1708942994.xes,sudden,"[(1149, 1149)]"
log_1799_1708942996.xes,,
log_179_1708942835.xes,,
log_17_1708942798.xes,,
log_1800_1708942997.xes,"sudden, sudden, sudden","[(1129, 1129), (2370, 2370), (4972, 4972)]"
log_1801_1708943007.xes,sudden,"[(1056, 1056)]"
log_1802_1708943020.xes,,
log_1803_1708943024.xes,,
log_1804_1708943025.xes,sudden,"[(2060, 2060)]"
log_1805_1708943028.xes,sudden,"[(2289, 2289)]"
log_1806_1708943031.xes,sudden,"[(1386, 1386)]"
log_1807_1708943032.xes,gradual,"[(2176, 3035)]"
log_1808_1708943040.xes,sudden,"[(1625, 1625)]"
log_1809_1708943051.xes,,
log_180_1708942843.xes,,
log_1810_1708943058.xes,sudden,"[(1351, 1351)]"
log_1811_1708943060.xes,,
log_1812_1708943064.xes,sudden,"[(1141, 1141)]"
log_1813_1708943067.xes,sudden,"[(1092, 1092)]"
log_1814_1708943071.xes,sudden,"[(1231, 1231)]"
log_1815_1708943075.xes,sudden,"[(2017, 2017)]"
log_1816_1708943079.xes,,
log_1817_1708943081.xes,,
log_1818_1708943085.xes,,
log_1819_1708943088.xes,,
log_181_1708942853.xes,sudden,"[(4108, 4108)]"
log_1820_1708943090.xes,,
log_1821_1708943092.xes,"sudden, sudden","[(1281, 1281), (2785, 2785)]"
log_1822_1708943095.xes,,
log_1823_1708943097.xes,sudden,"[(1749, 1749)]"
log_1824_1708943100.xes,,
log_1825_1708942949.xes,,
log_1826_1708942953.xes,sudden,"[(1239, 1239)]"
log_1827_1708942955.xes,,
log_1828_1708942960.xes,sudden,"[(1970, 1970)]"
log_1829_1708942967.xes,sudden,"[(1728, 1728)]"
log_182_1708942855.xes,"sudden, sudden","[(1999, 1999), (4303, 4303)]"
log_1830_1708942974.xes,sudden,"[(2264, 2264)]"
log_1831_1708942980.xes,"sudden, sudden","[(2243, 2243), (3611, 3611)]"
log_1832_1708942983.xes,,
log_1833_1708942988.xes,,
log_1834_1708942990.xes,sudden,"[(1077, 1077)]"
log_1835_1708942992.xes,,
log_1836_1708942998.xes,,
log_1837_1708943014.xes,,
log_1838_1708943028.xes,,
log_1839_1708943030.xes,sudden,"[(1641, 1641)]"
log_183_1708942860.xes,,
log_1840_1708943034.xes,sudden,"[(1400, 1400)]"
log_1841_1708943039.xes,sudden,"[(1459, 1459)]"
log_1842_1708943042.xes,sudden,"[(1709, 1709)]"
log_1843_1708943044.xes,,
log_1844_1708943050.xes,,
log_1845_1708943051.xes,,
log_1846_1708943054.xes,sudden,"[(1688, 1688)]"
log_1847_1708943056.xes,,
log_1848_1708943060.xes,"sudden, sudden, sudden","[(2048, 2048), (3920, 3920), (5349, 5349)]"
log_1849_1708943070.xes,sudden,"[(1897, 1897)]"
log_184_1708942866.xes,sudden,"[(1258, 1258)]"
log_1850_1708943074.xes,,
log_1851_1708943078.xes,,
log_1852_1708943084.xes,,
log_1853_1708943086.xes,"sudden, sudden","[(1412, 1412), (3167, 3167)]"
log_1854_1708943091.xes,sudden,"[(2284, 2284)]"
log_1855_1708943097.xes,,
log_1856_1708943103.xes,,
log_1857_1708943109.xes,sudden,"[(1393, 1393)]"
log_1858_1708943111.xes,,
log_1859_1708943112.xes,sudden,"[(1506, 1506)]"
log_185_1708942873.xes,sudden,"[(1652, 1652)]"
log_1860_1708943117.xes,,
log_1861_1708943124.xes,,
log_1862_1708943127.xes,"sudden, sudden","[(1619, 1619), (3317, 3317)]"
log_1863_1708942960.xes,,
log_1864_1708942963.xes,sudden,"[(1974, 1974)]"
log_1865_1708942965.xes,,
log_1866_1708942968.xes,sudden,"[(1733, 1733)]"
log_1867_1708942972.xes,,
log_1868_1708942977.xes,"sudden, sudden, sudden","[(1937, 1937), (3657, 3657), (4846, 4846)]"
log_1869_1708942981.xes,"sudden, sudden","[(1560, 1560), (3269, 3269)]"
log_186_1708942875.xes,,
log_1870_1708942985.xes,,
log_1871_1708942989.xes,,
log_1872_1708942993.xes,"sudden, sudden","[(1732, 1732), (3514, 3514)]"
log_1873_1708942997.xes,"sudden, sudden","[(1820, 1820), (4108, 4108)]"
log_1874_1708943004.xes,,
log_1875_1708943008.xes,"sudden, sudden","[(2449, 2449), (4447, 4447)]"
log_1876_1708943017.xes,,
log_1877_1708943019.xes,,
log_1878_1708943028.xes,sudden,"[(2189, 2189)]"
log_1879_1708943031.xes,,
log_187_1708942878.xes,sudden,"[(1721, 1721)]"
log_1880_1708943032.xes,,
log_1881_1708943036.xes,sudden,"[(3794, 3794)]"
log_1882_1708943039.xes,sudden,"[(1786, 1786)]"
log_1883_1708943041.xes,sudden,"[(1943, 1943)]"
log_1884_1708943043.xes,sudden,"[(1401, 1401)]"
log_1885_1708943046.xes,sudden,"[(3676, 3676)]"
log_1886_1708943050.xes,sudden,"[(1961, 1961)]"
log_1887_1708943053.xes,sudden,"[(2271, 2271)]"
log_1888_1708943063.xes,sudden,"[(1711, 1711)]"
log_1889_1708943066.xes,sudden,"[(1110, 1110)]"
log_188_1708942883.xes,,
log_1890_1708943096.xes,"sudden, sudden","[(1280, 1280), (3143, 3143)]"
log_1891_1708943098.xes,"sudden, sudden","[(1835, 1835), (2832, 2832)]"
log_1892_1708943102.xes,sudden,"[(1521, 1521)]"
log_1893_1708943108.xes,sudden,"[(1329, 1329)]"
log_1894_1708943110.xes,"sudden, sudden","[(1667, 1667), (3124, 3124)]"
log_1895_1708943113.xes,,
log_1896_1708943116.xes,,
log_1897_1708943120.xes,sudden,"[(2090, 2090)]"
log_1898_1708943122.xes,,
log_1899_1708943131.xes,sudden,"[(1582, 1582)]"
log_189_1708942886.xes,sudden,"[(3918, 3918)]"
log_18_1708942807.xes,"sudden, sudden, sudden","[(1893, 1893), (3145, 3145), (4374, 4374)]"
log_1900_1708943134.xes,sudden,"[(1442, 1442)]"
log_1901_1708943058.xes,sudden,"[(996, 996)]"
log_1902_1708943063.xes,,
log_1903_1708943068.xes,,
log_1904_1708943072.xes,,
log_1905_1708943075.xes,,
log_1906_1708943078.xes,,
log_1907_1708943081.xes,,
log_1908_1708943083.xes,sudden,"[(2108, 2108)]"
log_1909_1708943086.xes,,
log_190_1708942891.xes,sudden,"[(1389, 1389)]"
log_1910_1708943091.xes,sudden,"[(1738, 1738)]"
log_1911_1708943094.xes,sudden,"[(2137, 2137)]"
log_1912_1708943099.xes,sudden,"[(1567, 1567)]"
log_1913_1708943101.xes,,
log_1914_1708943103.xes,sudden,"[(1798, 1798)]"
log_1915_1708943109.xes,,
log_1916_1708943111.xes,,
log_1917_1708943122.xes,sudden,"[(2018, 2018)]"
log_1918_1708943125.xes,,
log_1919_1708943127.xes,,
log_191_1708942732.xes,sudden,"[(3483, 3483)]"
log_1920_1708943135.xes,"sudden, sudden","[(1496, 1496), (3450, 3450)]"
log_1921_1708943138.xes,,
log_1922_1708943143.xes,"sudden, sudden","[(1971, 1971), (5551, 5551)]"
log_1923_1708943149.xes,,
log_1924_1708943155.xes,,
log_1925_1708943160.xes,sudden,"[(1530, 1530)]"
log_1926_1708943161.xes,"sudden, sudden","[(1941, 1941), (3918, 3918)]"
log_1927_1708943166.xes,sudden,"[(1684, 1684)]"
log_1928_1708943179.xes,,
log_1929_1708943180.xes,"sudden, sudden, sudden","[(1787, 1787), (3250, 3250), (5089, 5089)]"
log_192_1708942740.xes,,
log_1930_1708943184.xes,sudden,"[(2202, 2202)]"
log_1931_1708943185.xes,,
log_1932_1708943192.xes,sudden,"[(1405, 1405)]"
log_1933_1708943193.xes,,
log_1934_1708943196.xes,"sudden, sudden, sudden","[(1918, 1918), (2981, 2981), (4142, 4142)]"
log_1935_1708943201.xes,"sudden, sudden","[(1891, 1891), (4379, 4379)]"
log_1936_1708943207.xes,sudden,"[(1138, 1138)]"
log_1937_1708943218.xes,sudden,"[(1687, 1687)]"
log_1938_1708943221.xes,,
log_1939_1708943058.xes,,
log_193_1708942740.xes,sudden,"[(4713, 4713)]"
log_1940_1708943063.xes,,
log_1941_1708943065.xes,,
log_1942_1708943069.xes,sudden,"[(1569, 1569)]"
log_1943_1708943074.xes,sudden,"[(3693, 3693)]"
log_1944_1708943077.xes,,
log_1945_1708943079.xes,,
log_1946_1708943083.xes,"sudden, sudden","[(1786, 1786), (2996, 2996)]"
log_1947_1708943089.xes,sudden,"[(1893, 1893)]"
log_1948_1708943093.xes,sudden,"[(1965, 1965)]"
log_1949_1708943095.xes,,
log_194_1708942746.xes,sudden,"[(1640, 1640)]"
log_1950_1708943100.xes,,
log_1951_1708943104.xes,,
log_1952_1708943110.xes,"sudden, sudden","[(1306, 1306), (2775, 2775)]"
log_1953_1708943114.xes,sudden,"[(1505, 1505)]"
log_1954_1708943118.xes,sudden,"[(1826, 1826)]"
log_1955_1708943139.xes,,
log_1956_1708943140.xes,,
log_1957_1708943142.xes,sudden,"[(1740, 1740)]"
log_1958_1708943146.xes,,
log_1959_1708943149.xes,sudden,"[(1242, 1242)]"
log_195_1708942749.xes,,
log_1960_1708943150.xes,sudden,"[(1247, 1247)]"
