,log_name,complexity,actual_cp,detected_cp,log_size,lag_indices,TP,FP,FN_TP,lag
286,sudden_trace_noise10_1000_re,na,[499],[500],1000,50,1,0,1,0.05
287,sudden_trace_noise10_1000_RIO,na,[499],[],1000,50,0,0,1,0.05
288,sudden_trace_noise10_1000_ROI,na,[499],[500],1000,50,1,0,1,0.05
289,sudden_trace_noise10_1000_rp,na,[499],[500],1000,50,1,0,1,0.05
290,sudden_trace_noise10_1000_sw,na,[499],[500],1000,50,1,0,1,0.05
291,sudden_trace_noise5_1000_cb,na,[499],[500],1000,50,1,0,1,0.05
292,sudden_trace_noise5_1000_cd,na,[499],[],1000,50,0,0,1,0.05
293,sudden_trace_noise5_1000_cf,na,[499],[],1000,50,0,0,1,0.05
294,sudden_trace_noise5_1000_cp,na,[499],[500],1000,50,1,0,1,0.05
295,sudden_trace_noise5_1000_IRO,na,[499],[500],1000,50,1,0,1,0.05
296,sudden_trace_noise5_1000_lp,na,[499],[],1000,50,0,0,1,0.05
297,sudden_trace_noise0_1000_cb,na,[499],[500],1000,50,1,0,1,0.05
298,sudden_trace_noise0_1000_cd,na,[499],[],1000,50,0,0,1,0.05
299,sudden_trace_noise10_1000_cb,na,[499],[500],1000,50,1,0,1,0.05
300,sudden_trace_noise10_1000_cd,na,[499],[],1000,50,0,0,1,0.05
301,sudden_trace_noise10_1000_cf,na,[499],[490],1000,50,1,0,1,0.05
302,sudden_trace_noise10_1000_cp,na,[499],[500],1000,50,1,0,1,0.05
303,sudden_trace_noise10_1000_IOR,na,[499],[500],1000,50,1,0,1,0.05
304,sudden_trace_noise10_1000_IRO,na,[499],[500],1000,50,1,0,1,0.05
305,sudden_trace_noise10_1000_lp,na,[499],[490],1000,50,1,0,1,0.05
306,sudden_trace_noise10_1000_OIR,na,[499],[500],1000,50,1,0,1,0.05
307,sudden_trace_noise15_1000_cb,na,[499],[501],1000,50,1,0,1,0.05
308,sudden_trace_noise15_1000_cd,na,[499],[],1000,50,0,0,1,0.05
309,sudden_trace_noise15_1000_cf,na,[499],[491],1000,50,1,0,1,0.05
310,sudden_trace_noise15_1000_cp,na,[499],[500],1000,50,1,0,1,0.05
311,sudden_trace_noise15_1000_IOR,na,[499],[500],1000,50,1,0,1,0.05
312,sudden_trace_noise15_1000_IRO,na,[499],[500],1000,50,1,0,1,0.05
313,sudden_trace_noise15_1000_lp,na,[499],[],1000,50,0,0,1,0.05
314,sudden_trace_noise15_1000_OIR,na,[499],[500],1000,50,1,0,1,0.05
315,sudden_trace_noise15_1000_pl,na,[499],[],1000,50,0,0,1,0.05
316,sudden_trace_noise15_1000_pm,na,[499],[500],1000,50,1,0,1,0.05
317,sudden_trace_noise15_1000_re,na,[499],[500],1000,50,1,0,1,0.05
318,sudden_trace_noise15_1000_RIO,na,[499],[490],1000,50,1,0,1,0.05
319,sudden_trace_noise15_1000_ROI,na,[499],[500],1000,50,1,0,1,0.05
320,sudden_trace_noise15_1000_rp,na,[499],[500],1000,50,1,0,1,0.05
321,sudden_trace_noise15_1000_sw,na,[499],[500],1000,50,1,0,1,0.05
322,sudden_trace_noise20_1000_cb,na,[499],[500],1000,50,1,0,1,0.05
323,sudden_trace_noise20_1000_cd,na,[499],[],1000,50,0,0,1,0.05
324,sudden_trace_noise20_1000_cf,na,[499],[490],1000,50,1,0,1,0.05
325,sudden_trace_noise20_1000_cp,na,[499],[500],1000,50,1,0,1,0.05
326,sudden_trace_noise20_1000_IOR,na,[499],[500],1000,50,1,0,1,0.05
327,sudden_trace_noise20_1000_IRO,na,[499],[501],1000,50,1,0,1,0.05
328,sudden_trace_noise20_1000_lp,na,[499],[500],1000,50,1,0,1,0.05
329,sudden_trace_noise20_1000_OIR,na,[499],[500],1000,50,1,0,1,0.05
330,sudden_trace_noise20_1000_pl,na,[499],[],1000,50,0,0,1,0.05
331,sudden_trace_noise20_1000_pm,na,[499],[500],1000,50,1,0,1,0.05
332,sudden_trace_noise20_1000_re,na,[499],[500],1000,50,1,0,1,0.05
333,sudden_trace_noise20_1000_RIO,na,[499],[501],1000,50,1,0,1,0.05
334,sudden_trace_noise20_1000_ROI,na,[499],[500],1000,50,1,0,1,0.05
335,sudden_trace_noise20_1000_rp,na,[499],[490],1000,50,1,0,1,0.05
336,sudden_trace_noise20_1000_sw,na,[499],[500],1000,50,1,0,1,0.05
337,sudden_trace_noise5_1000_OIR,na,[499],[500],1000,50,1,0,1,0.05
338,sudden_trace_noise5_1000_pl,na,[499],[],1000,50,0,0,1,0.05
339,sudden_trace_noise5_1000_pm,na,[499],[500],1000,50,1,0,1,0.05
340,sudden_trace_noise5_1000_re,na,[499],[501],1000,50,1,0,1,0.05
341,sudden_trace_noise5_1000_RIO,na,[499],[],1000,50,0,0,1,0.05
342,sudden_trace_noise5_1000_ROI,na,[499],[490],1000,50,1,0,1,0.05
343,sudden_trace_noise5_1000_rp,na,[499],[500],1000,50,1,0,1,0.05
344,sudden_trace_noise5_1000_sw,na,[499],[500],1000,50,1,0,1,0.05
345,bose_log,na,"[1199, 2399, 3599, 4799]",[],6000,600,0,0,4,0.1
346,sudden_trace_noise5_1000_IOR,na,[499],[500],1000,100,1,0,1,0.1
347,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,na,"[999, 1999]","[959, 1973]",2999,299,2,0,2,0.1
348,Atomic_ConditionalMove_output_ConditionalMove,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
349,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,na,"[999, 1999]","[928, 1944]",2999,299,2,0,2,0.1
350,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,na,"[999, 1999]","[1946, 958]",2999,299,2,0,2,0.1
351,Atomic_ConditionalRemoval_output_ConditionalRemoval,na,"[999, 1999]","[928, 1944]",2999,299,2,0,2,0.1
352,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,na,"[999, 1999]","[1946, 930]",2999,299,2,0,2,0.1
353,Atomic_Frequency_output_Frequency_5,na,"[999, 1999]","[899, 1944]",2999,299,2,0,2,0.1
354,Atomic_ConditionalToSequence_output_ConditionalToSequence,na,"[999, 1999]","[1946, 958]",2999,299,2,0,2,0.1
355,Atomic_Frequency_output_Frequency_2,na,"[999, 1999]","[1944, 930]",2999,299,2,0,2,0.1
356,Atomic_Loop_output_Loop_5,na,"[999, 1999]","[929, 1945]",2999,299,2,0,2,0.1
357,Atomic_Frequency_output_Frequency,na,"[999, 1999]","[1944, 930]",2999,299,2,0,2,0.1
358,Atomic_Loop_output_Loop_2,na,"[999, 1999]","[929, 1945]",2999,299,2,0,2,0.1
359,Atomic_ParallelMove_output_ParallelMove_5,na,"[999, 1999]","[928, 1917]",2999,299,2,0,2,0.1
360,Atomic_Loop_output_Loop,na,"[999, 1999]","[929, 1945]",2999,299,2,0,2,0.1
361,Atomic_ParallelMove_output_ParallelMove_2,na,"[999, 1999]","[1945, 930]",2999,299,2,0,2,0.1
362,Atomic_ParallelRemoval_output_ParallelRemoval_5,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
363,Atomic_ParallelMove_output_ParallelMove,na,"[999, 1999]","[928, 1917]",2999,299,2,0,2,0.1
364,Atomic_ParallelRemoval_output_ParallelRemoval_2,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
365,Atomic_ParallelToSequence_output_ParallelToSequence_5,na,"[999, 1999]","[929, 1946]",2999,299,2,0,2,0.1
366,Atomic_ParallelRemoval_output_ParallelRemoval,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
367,Atomic_ParallelToSequence_output_ParallelToSequence_2,na,"[999, 1999]","[929, 1916]",2999,299,2,0,2,0.1
368,Atomic_SerialMove_output_SerialMove_5,na,"[999, 1999]","[1944, 930]",2999,299,2,0,2,0.1
369,Atomic_ParallelToSequence_output_ParallelToSequence,na,"[999, 1999]","[929, 1916]",2999,299,2,0,2,0.1
370,Atomic_SerialMove_output_SerialMove_2,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
371,Atomic_SerialRemoval_output_SerialRemoval_5,na,"[999, 1999]","[931, 1943]",2999,299,2,0,2,0.1
372,Atomic_SerialMove_output_SerialMove,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
373,Atomic_SerialRemoval_output_SerialRemoval_2,na,"[999, 1999]","[931, 1943]",2999,299,2,0,2,0.1
374,Atomic_Skip_output_Skip_5,na,"[999, 1999]","[958, 1944]",2999,299,2,0,2,0.1
375,Atomic_SerialRemoval_output_SerialRemoval,na,"[999, 1999]","[931, 1943]",2999,299,2,0,2,0.1
376,Atomic_Skip_output_Skip_2,na,"[999, 1999]","[1944, 929]",2999,299,2,0,2,0.1
377,Atomic_Substitute_output_Substitute_5,na,"[999, 1999]","[1944, 930]",2999,299,2,0,2,0.1
378,Atomic_Skip_output_Skip,na,"[999, 1999]","[929, 1944]",2999,299,2,0,2,0.1
379,Atomic_Substitute_output_Substitute_2,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
380,Atomic_Swap_output_Swap_5,na,"[999, 1999]","[1947, 929]",2999,299,2,0,2,0.1
381,Atomic_Substitute_output_Substitute,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
382,Atomic_Swap_output_Swap_2,na,"[999, 1999]","[929, 1947]",2999,299,2,0,2,0.1
383,Atomic_Swap_output_Swap,na,"[999, 1999]","[929, 1947]",2999,299,2,0,2,0.1
384,Atomic_ConditionalMove_output_ConditionalMove_2,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
385,Atomic_ConditionalMove_output_ConditionalMove_5,na,"[999, 1999]","[930, 1944]",2999,299,2,0,2,0.1
386,sudden_trace_noise0_1000_lp,na,[499],[490],1000,100,1,0,1,0.1
387,sudden_trace_noise0_1000_OIR,na,[499],[500],1000,100,1,0,1,0.1
388,sudden_trace_noise0_1000_pm,na,[499],[500],1000,100,1,0,1,0.1
389,sudden_trace_noise0_1000_rp,na,[499],[500],1000,100,1,0,1,0.1
390,sudden_trace_noise0_1000_sw,na,[499],[500],1000,100,1,0,1,0.1
391,sudden_trace_noise0_1000_cf,na,[499],[490],1000,100,1,0,1,0.1
392,sudden_trace_noise0_1000_cp,na,[499],[500],1000,100,1,0,1,0.1
393,sudden_trace_noise0_1000_IOR,na,[499],[500],1000,100,1,0,1,0.1
394,sudden_trace_noise0_1000_IRO,na,[499],[500],1000,100,1,0,1,0.1
395,sudden_trace_noise0_1000_pl,na,[499],[],1000,100,0,0,1,0.1
396,sudden_trace_noise0_1000_re,na,[499],[500],1000,100,1,0,1,0.1
397,sudden_trace_noise0_1000_RIO,na,[499],[],1000,100,0,0,1,0.1
398,sudden_trace_noise0_1000_ROI,na,[499],[490],1000,100,1,0,1,0.1
399,sudden_trace_noise10_1000_pl,na,[499],[],1000,100,0,0,1,0.1
400,sudden_trace_noise10_1000_pm,na,[499],[500],1000,100,1,0,1,0.1
401,sudden_trace_noise10_1000_re,na,[499],[500],1000,100,1,0,1,0.1
402,sudden_trace_noise10_1000_RIO,na,[499],[],1000,100,0,0,1,0.1
403,sudden_trace_noise10_1000_ROI,na,[499],[500],1000,100,1,0,1,0.1
404,sudden_trace_noise10_1000_rp,na,[499],[500],1000,100,1,0,1,0.1
405,sudden_trace_noise10_1000_sw,na,[499],[500],1000,100,1,0,1,0.1
406,sudden_trace_noise5_1000_cb,na,[499],[500],1000,100,1,0,1,0.1
407,sudden_trace_noise5_1000_cd,na,[499],[],1000,100,0,0,1,0.1
408,sudden_trace_noise5_1000_cf,na,[499],[],1000,100,0,0,1,0.1
409,sudden_trace_noise5_1000_cp,na,[499],[500],1000,100,1,0,1,0.1
410,sudden_trace_noise5_1000_IRO,na,[499],[500],1000,100,1,0,1,0.1
411,sudden_trace_noise5_1000_lp,na,[499],[],1000,100,0,0,1,0.1
412,sudden_trace_noise0_1000_cb,na,[499],[500],1000,100,1,0,1,0.1
413,sudden_trace_noise0_1000_cd,na,[499],[],1000,100,0,0,1,0.1
414,sudden_trace_noise10_1000_cb,na,[499],[500],1000,100,1,0,1,0.1
415,sudden_trace_noise10_1000_cd,na,[499],[],1000,100,0,0,1,0.1
416,sudden_trace_noise10_1000_cf,na,[499],[490],1000,100,1,0,1,0.1
417,sudden_trace_noise10_1000_cp,na,[499],[500],1000,100,1,0,1,0.1
418,sudden_trace_noise10_1000_IOR,na,[499],[500],1000,100,1,0,1,0.1
419,sudden_trace_noise10_1000_IRO,na,[499],[500],1000,100,1,0,1,0.1
420,sudden_trace_noise10_1000_lp,na,[499],[490],1000,100,1,0,1,0.1
421,sudden_trace_noise10_1000_OIR,na,[499],[500],1000,100,1,0,1,0.1
422,sudden_trace_noise15_1000_cb,na,[499],[501],1000,100,1,0,1,0.1
423,sudden_trace_noise15_1000_cd,na,[499],[],1000,100,0,0,1,0.1
424,sudden_trace_noise15_1000_cf,na,[499],[491],1000,100,1,0,1,0.1
425,sudden_trace_noise15_1000_cp,na,[499],[500],1000,100,1,0,1,0.1
426,sudden_trace_noise15_1000_IOR,na,[499],[500],1000,100,1,0,1,0.1
427,sudden_trace_noise15_1000_IRO,na,[499],[500],1000,100,1,0,1,0.1
428,sudden_trace_noise15_1000_lp,na,[499],[],1000,100,0,0,1,0.1
429,sudden_trace_noise15_1000_OIR,na,[499],[500],1000,100,1,0,1,0.1
430,sudden_trace_noise15_1000_pl,na,[499],[],1000,100,0,0,1,0.1
431,sudden_trace_noise15_1000_pm,na,[499],[500],1000,100,1,0,1,0.1
432,sudden_trace_noise15_1000_re,na,[499],[500],1000,100,1,0,1,0.1
433,sudden_trace_noise15_1000_RIO,na,[499],[490],1000,100,1,0,1,0.1
434,sudden_trace_noise15_1000_ROI,na,[499],[500],1000,100,1,0,1,0.1
435,sudden_trace_noise15_1000_rp,na,[499],[500],1000,100,1,0,1,0.1
436,sudden_trace_noise15_1000_sw,na,[499],[500],1000,100,1,0,1,0.1
437,sudden_trace_noise20_1000_cb,na,[499],[500],1000,100,1,0,1,0.1
438,sudden_trace_noise20_1000_cd,na,[499],[],1000,100,0,0,1,0.1
439,sudden_trace_noise20_1000_cf,na,[499],[490],1000,100,1,0,1,0.1
440,sudden_trace_noise20_1000_cp,na,[499],[500],1000,100,1,0,1,0.1
441,sudden_trace_noise20_1000_IOR,na,[499],[500],1000,100,1,0,1,0.1
442,sudden_trace_noise20_1000_IRO,na,[499],[501],1000,100,1,0,1,0.1
443,sudden_trace_noise20_1000_lp,na,[499],[500],1000,100,1,0,1,0.1
444,sudden_trace_noise20_1000_OIR,na,[499],[500],1000,100,1,0,1,0.1
445,sudden_trace_noise20_1000_pl,na,[499],[],1000,100,0,0,1,0.1
446,sudden_trace_noise20_1000_pm,na,[499],[500],1000,100,1,0,1,0.1
447,sudden_trace_noise20_1000_re,na,[499],[500],1000,100,1,0,1,0.1
448,sudden_trace_noise20_1000_RIO,na,[499],[501],1000,100,1,0,1,0.1
449,sudden_trace_noise20_1000_ROI,na,[499],[500],1000,100,1,0,1,0.1
450,sudden_trace_noise20_1000_rp,na,[499],[490],1000,100,1,0,1,0.1
451,sudden_trace_noise20_1000_sw,na,[499],[500],1000,100,1,0,1,0.1
452,sudden_trace_noise5_1000_OIR,na,[499],[500],1000,100,1,0,1,0.1
453,sudden_trace_noise5_1000_pl,na,[499],[],1000,100,0,0,1,0.1
454,sudden_trace_noise5_1000_pm,na,[499],[500],1000,100,1,0,1,0.1
455,sudden_trace_noise5_1000_re,na,[499],[501],1000,100,1,0,1,0.1
456,sudden_trace_noise5_1000_RIO,na,[499],[],1000,100,0,0,1,0.1
457,sudden_trace_noise5_1000_ROI,na,[499],[490],1000,100,1,0,1,0.1
458,sudden_trace_noise5_1000_rp,na,[499],[500],1000,100,1,0,1,0.1
459,sudden_trace_noise5_1000_sw,na,[499],[500],1000,100,1,0,1,0.1
460,bose_log,na,"[1199, 2399, 3599, 4799]",[],6000,900,0,0,4,0.15
461,sudden_trace_noise5_1000_IOR,na,[499],[500],1000,150,1,0,1,0.15
462,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,na,"[999, 1999]","[959, 1973]",2999,449,2,0,2,0.15
463,Atomic_ConditionalMove_output_ConditionalMove,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
464,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,na,"[999, 1999]","[928, 1944]",2999,449,2,0,2,0.15
465,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,na,"[999, 1999]","[1946, 958]",2999,449,2,0,2,0.15
466,Atomic_ConditionalRemoval_output_ConditionalRemoval,na,"[999, 1999]","[928, 1944]",2999,449,2,0,2,0.15
467,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,na,"[999, 1999]","[1946, 930]",2999,449,2,0,2,0.15
468,Atomic_Frequency_output_Frequency_5,na,"[999, 1999]","[899, 1944]",2999,449,2,0,2,0.15
469,Atomic_ConditionalToSequence_output_ConditionalToSequence,na,"[999, 1999]","[1946, 958]",2999,449,2,0,2,0.15
470,Atomic_Frequency_output_Frequency_2,na,"[999, 1999]","[1944, 930]",2999,449,2,0,2,0.15
471,Atomic_Loop_output_Loop_5,na,"[999, 1999]","[929, 1945]",2999,449,2,0,2,0.15
472,Atomic_Frequency_output_Frequency,na,"[999, 1999]","[1944, 930]",2999,449,2,0,2,0.15
473,Atomic_Loop_output_Loop_2,na,"[999, 1999]","[929, 1945]",2999,449,2,0,2,0.15
474,Atomic_ParallelMove_output_ParallelMove_5,na,"[999, 1999]","[928, 1917]",2999,449,2,0,2,0.15
475,Atomic_Loop_output_Loop,na,"[999, 1999]","[929, 1945]",2999,449,2,0,2,0.15
476,Atomic_ParallelMove_output_ParallelMove_2,na,"[999, 1999]","[1945, 930]",2999,449,2,0,2,0.15
477,Atomic_ParallelRemoval_output_ParallelRemoval_5,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
478,Atomic_ParallelMove_output_ParallelMove,na,"[999, 1999]","[928, 1917]",2999,449,2,0,2,0.15
479,Atomic_ParallelRemoval_output_ParallelRemoval_2,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
480,Atomic_ParallelToSequence_output_ParallelToSequence_5,na,"[999, 1999]","[929, 1946]",2999,449,2,0,2,0.15
481,Atomic_ParallelRemoval_output_ParallelRemoval,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
482,Atomic_ParallelToSequence_output_ParallelToSequence_2,na,"[999, 1999]","[929, 1916]",2999,449,2,0,2,0.15
483,Atomic_SerialMove_output_SerialMove_5,na,"[999, 1999]","[1944, 930]",2999,449,2,0,2,0.15
484,Atomic_ParallelToSequence_output_ParallelToSequence,na,"[999, 1999]","[929, 1916]",2999,449,2,0,2,0.15
485,Atomic_SerialMove_output_SerialMove_2,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
486,Atomic_SerialRemoval_output_SerialRemoval_5,na,"[999, 1999]","[931, 1943]",2999,449,2,0,2,0.15
487,Atomic_SerialMove_output_SerialMove,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
488,Atomic_SerialRemoval_output_SerialRemoval_2,na,"[999, 1999]","[931, 1943]",2999,449,2,0,2,0.15
489,Atomic_Skip_output_Skip_5,na,"[999, 1999]","[958, 1944]",2999,449,2,0,2,0.15
490,Atomic_SerialRemoval_output_SerialRemoval,na,"[999, 1999]","[931, 1943]",2999,449,2,0,2,0.15
491,Atomic_Skip_output_Skip_2,na,"[999, 1999]","[1944, 929]",2999,449,2,0,2,0.15
492,Atomic_Substitute_output_Substitute_5,na,"[999, 1999]","[1944, 930]",2999,449,2,0,2,0.15
493,Atomic_Skip_output_Skip,na,"[999, 1999]","[929, 1944]",2999,449,2,0,2,0.15
494,Atomic_Substitute_output_Substitute_2,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
495,Atomic_Swap_output_Swap_5,na,"[999, 1999]","[1947, 929]",2999,449,2,0,2,0.15
496,Atomic_Substitute_output_Substitute,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
497,Atomic_Swap_output_Swap_2,na,"[999, 1999]","[929, 1947]",2999,449,2,0,2,0.15
498,Atomic_Swap_output_Swap,na,"[999, 1999]","[929, 1947]",2999,449,2,0,2,0.15
499,Atomic_ConditionalMove_output_ConditionalMove_2,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
500,Atomic_ConditionalMove_output_ConditionalMove_5,na,"[999, 1999]","[930, 1944]",2999,449,2,0,2,0.15
501,sudden_trace_noise0_1000_lp,na,[499],[490],1000,150,1,0,1,0.15
502,sudden_trace_noise0_1000_OIR,na,[499],[500],1000,150,1,0,1,0.15
503,sudden_trace_noise0_1000_pm,na,[499],[500],1000,150,1,0,1,0.15
504,sudden_trace_noise0_1000_rp,na,[499],[500],1000,150,1,0,1,0.15
505,sudden_trace_noise0_1000_sw,na,[499],[500],1000,150,1,0,1,0.15
506,sudden_trace_noise0_1000_cf,na,[499],[490],1000,150,1,0,1,0.15
507,sudden_trace_noise0_1000_cp,na,[499],[500],1000,150,1,0,1,0.15
508,sudden_trace_noise0_1000_IOR,na,[499],[500],1000,150,1,0,1,0.15
509,sudden_trace_noise0_1000_IRO,na,[499],[500],1000,150,1,0,1,0.15
510,sudden_trace_noise0_1000_pl,na,[499],[],1000,150,0,0,1,0.15
511,sudden_trace_noise0_1000_re,na,[499],[500],1000,150,1,0,1,0.15
512,sudden_trace_noise0_1000_RIO,na,[499],[],1000,150,0,0,1,0.15
513,sudden_trace_noise0_1000_ROI,na,[499],[490],1000,150,1,0,1,0.15
514,sudden_trace_noise10_1000_pl,na,[499],[],1000,150,0,0,1,0.15
515,sudden_trace_noise10_1000_pm,na,[499],[500],1000,150,1,0,1,0.15
516,sudden_trace_noise10_1000_re,na,[499],[500],1000,150,1,0,1,0.15
517,sudden_trace_noise10_1000_RIO,na,[499],[],1000,150,0,0,1,0.15
518,sudden_trace_noise10_1000_ROI,na,[499],[500],1000,150,1,0,1,0.15
519,sudden_trace_noise10_1000_rp,na,[499],[500],1000,150,1,0,1,0.15
520,sudden_trace_noise10_1000_sw,na,[499],[500],1000,150,1,0,1,0.15
521,sudden_trace_noise5_1000_cb,na,[499],[500],1000,150,1,0,1,0.15
522,sudden_trace_noise5_1000_cd,na,[499],[],1000,150,0,0,1,0.15
523,sudden_trace_noise5_1000_cf,na,[499],[],1000,150,0,0,1,0.15
524,sudden_trace_noise5_1000_cp,na,[499],[500],1000,150,1,0,1,0.15
525,sudden_trace_noise5_1000_IRO,na,[499],[500],1000,150,1,0,1,0.15
526,sudden_trace_noise5_1000_lp,na,[499],[],1000,150,0,0,1,0.15
527,sudden_trace_noise0_1000_cb,na,[499],[500],1000,150,1,0,1,0.15
528,sudden_trace_noise0_1000_cd,na,[499],[],1000,150,0,0,1,0.15
529,sudden_trace_noise10_1000_cb,na,[499],[500],1000,150,1,0,1,0.15
530,sudden_trace_noise10_1000_cd,na,[499],[],1000,150,0,0,1,0.15
531,sudden_trace_noise10_1000_cf,na,[499],[490],1000,150,1,0,1,0.15
532,sudden_trace_noise10_1000_cp,na,[499],[500],1000,150,1,0,1,0.15
533,sudden_trace_noise10_1000_IOR,na,[499],[500],1000,150,1,0,1,0.15
534,sudden_trace_noise10_1000_IRO,na,[499],[500],1000,150,1,0,1,0.15
535,sudden_trace_noise10_1000_lp,na,[499],[490],1000,150,1,0,1,0.15
536,sudden_trace_noise10_1000_OIR,na,[499],[500],1000,150,1,0,1,0.15
537,sudden_trace_noise15_1000_cb,na,[499],[501],1000,150,1,0,1,0.15
538,sudden_trace_noise15_1000_cd,na,[499],[],1000,150,0,0,1,0.15
539,sudden_trace_noise15_1000_cf,na,[499],[491],1000,150,1,0,1,0.15
540,sudden_trace_noise15_1000_cp,na,[499],[500],1000,150,1,0,1,0.15
541,sudden_trace_noise15_1000_IOR,na,[499],[500],1000,150,1,0,1,0.15
542,sudden_trace_noise15_1000_IRO,na,[499],[500],1000,150,1,0,1,0.15
543,sudden_trace_noise15_1000_lp,na,[499],[],1000,150,0,0,1,0.15
544,sudden_trace_noise15_1000_OIR,na,[499],[500],1000,150,1,0,1,0.15
545,sudden_trace_noise15_1000_pl,na,[499],[],1000,150,0,0,1,0.15
546,sudden_trace_noise15_1000_pm,na,[499],[500],1000,150,1,0,1,0.15
547,sudden_trace_noise15_1000_re,na,[499],[500],1000,150,1,0,1,0.15
548,sudden_trace_noise15_1000_RIO,na,[499],[490],1000,150,1,0,1,0.15
549,sudden_trace_noise15_1000_ROI,na,[499],[500],1000,150,1,0,1,0.15
550,sudden_trace_noise15_1000_rp,na,[499],[500],1000,150,1,0,1,0.15
551,sudden_trace_noise15_1000_sw,na,[499],[500],1000,150,1,0,1,0.15
552,sudden_trace_noise20_1000_cb,na,[499],[500],1000,150,1,0,1,0.15
553,sudden_trace_noise20_1000_cd,na,[499],[],1000,150,0,0,1,0.15
554,sudden_trace_noise20_1000_cf,na,[499],[490],1000,150,1,0,1,0.15
555,sudden_trace_noise20_1000_cp,na,[499],[500],1000,150,1,0,1,0.15
556,sudden_trace_noise20_1000_IOR,na,[499],[500],1000,150,1,0,1,0.15
557,sudden_trace_noise20_1000_IRO,na,[499],[501],1000,150,1,0,1,0.15
558,sudden_trace_noise20_1000_lp,na,[499],[500],1000,150,1,0,1,0.15
559,sudden_trace_noise20_1000_OIR,na,[499],[500],1000,150,1,0,1,0.15
560,sudden_trace_noise20_1000_pl,na,[499],[],1000,150,0,0,1,0.15
561,sudden_trace_noise20_1000_pm,na,[499],[500],1000,150,1,0,1,0.15
562,sudden_trace_noise20_1000_re,na,[499],[500],1000,150,1,0,1,0.15
563,sudden_trace_noise20_1000_RIO,na,[499],[501],1000,150,1,0,1,0.15
564,sudden_trace_noise20_1000_ROI,na,[499],[500],1000,150,1,0,1,0.15
565,sudden_trace_noise20_1000_rp,na,[499],[490],1000,150,1,0,1,0.15
566,sudden_trace_noise20_1000_sw,na,[499],[500],1000,150,1,0,1,0.15
567,sudden_trace_noise5_1000_OIR,na,[499],[500],1000,150,1,0,1,0.15
568,sudden_trace_noise5_1000_pl,na,[499],[],1000,150,0,0,1,0.15
569,sudden_trace_noise5_1000_pm,na,[499],[500],1000,150,1,0,1,0.15
570,sudden_trace_noise5_1000_re,na,[499],[501],1000,150,1,0,1,0.15
571,sudden_trace_noise5_1000_RIO,na,[499],[],1000,150,0,0,1,0.15
572,sudden_trace_noise5_1000_ROI,na,[499],[490],1000,150,1,0,1,0.15
573,sudden_trace_noise5_1000_rp,na,[499],[500],1000,150,1,0,1,0.15
574,sudden_trace_noise5_1000_sw,na,[499],[500],1000,150,1,0,1,0.15
575,bose_log,na,"[1199, 2399, 3599, 4799]",[],6000,1200,0,0,4,0.2
576,sudden_trace_noise5_1000_IOR,na,[499],[500],1000,200,1,0,1,0.2
577,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,na,"[999, 1999]","[959, 1973]",2999,599,2,0,2,0.2
578,Atomic_ConditionalMove_output_ConditionalMove,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
579,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,na,"[999, 1999]","[928, 1944]",2999,599,2,0,2,0.2
580,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,na,"[999, 1999]","[1946, 958]",2999,599,2,0,2,0.2
581,Atomic_ConditionalRemoval_output_ConditionalRemoval,na,"[999, 1999]","[928, 1944]",2999,599,2,0,2,0.2
582,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,na,"[999, 1999]","[1946, 930]",2999,599,2,0,2,0.2
583,Atomic_Frequency_output_Frequency_5,na,"[999, 1999]","[899, 1944]",2999,599,2,0,2,0.2
