,log_name,drift_or_noise_id,drift_type,drift_attribute,change_trace_index,change_type,drift_traces_index
5899,log_3909_1708942570.xes,drift_2,gradual,change_info_1,"[127, 127, 139, 139]",gradual,"[3422, 3750]"
5900,log_3910_1708942573.xes,drift_1,gradual,change_info_1,"[86, 86, 113, 113]",gradual,"[1534, 2023]"
5901,log_3912_1708942579.xes,drift_1,sudden,change_info_1,"[32, 32, 32, 32]",sudden,[1055]
5902,log_3912_1708942579.xes,drift_2,sudden,change_info_1,"[87, 87, 87, 87]",sudden,[2863]
5903,log_3912_1708942579.xes,drift_3,sudden,change_info_1,"[146, 146, 146, 146]",sudden,[4818]
5904,log_3913_1708942581.xes,drift_1,gradual,change_info_1,"[47, 47, 56, 56]",gradual,"[1670, 2001]"
5905,log_3913_1708942581.xes,drift_2,gradual,change_info_1,"[88, 88, 97, 97]",gradual,"[3167, 3471]"
5906,log_3913_1708942581.xes,drift_3,gradual,change_info_1,"[147, 147, 159, 159]",gradual,"[5269, 5706]"
5907,log_3914_1708942583.xes,drift_1,gradual,change_info_1,"[46, 46, 67, 67]",gradual,"[1234, 1791]"
5908,log_3914_1708942583.xes,drift_2,gradual,change_info_1,"[131, 131, 142, 142]",gradual,"[3511, 3834]"
5909,log_3915_1708942585.xes,drift_1,gradual,change_info_1,"[101, 101, 124, 124]",gradual,"[1615, 1976]"
5910,log_3916_1708942587.xes,drift_1,gradual,change_info_1,"[72, 72, 88, 88]",gradual,"[1720, 2092]"
5911,log_3916_1708942587.xes,drift_2,sudden,change_info_1,"[151, 151, 151, 151]",sudden,[3607]
5912,log_3917_1708942589.xes,drift_1,gradual,change_info_1,"[66, 66, 77, 77]",gradual,"[1912, 2229]"
5913,log_3917_1708942589.xes,drift_2,gradual,change_info_1,"[117, 117, 116, 116]",gradual,"[3364, 3826]"
5914,log_3918_1708942594.xes,drift_1,sudden,change_info_1,"[61, 61, 61, 61]",sudden,[1690]
5915,log_3918_1708942594.xes,drift_2,gradual,change_info_1,"[118, 118, 136, 136]",gradual,"[3294, 3804]"
5916,log_3919_1708942597.xes,drift_1,gradual,change_info_1,"[59, 59, 69, 69]",gradual,"[1821, 2124]"
5917,log_3919_1708942597.xes,drift_2,gradual,change_info_1,"[132, 132, 131, 131]",gradual,"[4061, 4472]"
5918,log_3920_1708942600.xes,drift_1,gradual,change_info_1,"[43, 43, 42, 42]",gradual,"[1008, 1460]"
5919,log_3920_1708942600.xes,drift_2,gradual,change_info_1,"[128, 128, 141, 141]",gradual,"[3060, 3379]"
5920,log_3922_1708942603.xes,drift_1,sudden,change_info_1,"[123, 123, 123, 123]",sudden,[1475]
5921,log_3923_1708942604.xes,drift_1,gradual,change_info_1,"[71, 71, 82, 82]",gradual,"[1987, 2288]"
5922,log_3923_1708942604.xes,drift_2,gradual,change_info_1,"[120, 120, 141, 141]",gradual,"[3347, 3934]"
5923,log_3925_1708942607.xes,drift_1,sudden,change_info_1,"[49, 49, 49, 49]",sudden,[1211]
5924,log_3925_1708942607.xes,drift_2,gradual,change_info_1,"[125, 125, 145, 145]",gradual,"[3123, 3603]"
5925,log_3926_1708942610.xes,drift_1,gradual,change_info_1,"[95, 95, 116, 116]",gradual,"[1418, 1740]"
5926,log_3927_1708942612.xes,drift_1,gradual,change_info_1,"[53, 53, 68, 68]",gradual,"[1668, 2154]"
5927,log_3927_1708942612.xes,drift_2,gradual,change_info_1,"[128, 128, 144, 144]",gradual,"[4087, 4590]"
5928,log_3928_1708942616.xes,drift_1,sudden,change_info_1,"[45, 45, 45, 45]",sudden,[1477]
5929,log_3928_1708942616.xes,drift_2,gradual,change_info_1,"[83, 83, 96, 96]",gradual,"[2717, 3155]"
5930,log_3928_1708942616.xes,drift_3,gradual,change_info_1,"[138, 138, 156, 156]",gradual,"[4550, 5146]"
5931,log_3930_1708942620.xes,drift_1,sudden,change_info_1,"[99, 99, 99, 99]",sudden,[1284]
5932,log_3931_1708942621.xes,drift_1,sudden,change_info_1,"[54, 54, 54, 54]",sudden,[1664]
5933,log_3931_1708942621.xes,drift_2,gradual,change_info_1,"[92, 92, 112, 112]",gradual,"[2844, 3444]"
5934,log_3931_1708942621.xes,drift_3,sudden,change_info_1,"[162, 162, 162, 162]",sudden,[5003]
5935,log_3932_1708942625.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1866]
5936,log_3932_1708942625.xes,drift_2,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[3550]
5937,log_3932_1708942625.xes,drift_3,gradual,change_info_1,"[136, 136, 145, 145]",gradual,"[4598, 4920]"
5938,log_3933_1708942629.xes,drift_1,sudden,change_info_1,"[65, 65, 65, 65]",sudden,[1473]
5939,log_3933_1708942629.xes,drift_2,gradual,change_info_1,"[116, 116, 141, 141]",gradual,"[2660, 3225]"
5940,log_3934_1708942632.xes,drift_1,sudden,change_info_1,"[51, 51, 51, 51]",sudden,[1509]
5941,log_3934_1708942632.xes,drift_2,sudden,change_info_1,"[116, 116, 116, 116]",sudden,[3462]
5942,log_3934_1708942632.xes,drift_3,sudden,change_info_1,"[151, 151, 151, 151]",sudden,[4522]
5943,log_3935_1708942634.xes,drift_1,sudden,change_info_1,"[60, 60, 60, 60]",sudden,[1783]
5944,log_3935_1708942634.xes,drift_2,gradual,change_info_1,"[126, 126, 144, 144]",gradual,"[3754, 4308]"
5945,log_3937_1708942638.xes,drift_1,gradual,change_info_1,"[60, 60, 71, 71]",gradual,"[1739, 2045]"
5946,log_3937_1708942638.xes,drift_2,gradual,change_info_1,"[136, 136, 148, 148]",gradual,"[3933, 4288]"
5947,log_3939_1708942643.xes,drift_1,gradual,change_info_1,"[82, 82, 112, 112]",gradual,"[1552, 2119]"
5948,log_3940_1708942644.xes,drift_1,sudden,change_info_1,"[64, 64, 64, 64]",sudden,[1265]
5949,log_3940_1708942644.xes,drift_2,sudden,change_info_1,"[145, 145, 145, 145]",sudden,[2881]
5950,log_3941_1708942646.xes,drift_1,sudden,change_info_1,"[69, 69, 69, 69]",sudden,[1513]
5951,log_3941_1708942646.xes,drift_2,sudden,change_info_1,"[144, 144, 144, 144]",sudden,[3161]
5952,log_3942_1708942647.xes,drift_1,sudden,change_info_1,"[101, 101, 101, 101]",sudden,[1003]
5953,log_3943_1708942648.xes,drift_1,gradual,change_info_1,"[55, 55, 65, 65]",gradual,"[1973, 2309]"
5954,log_3943_1708942648.xes,drift_2,sudden,change_info_1,"[109, 109, 109, 109]",sudden,[3890]
5955,log_3943_1708942648.xes,drift_3,gradual,change_info_1,"[157, 157, 167, 167]",gradual,"[5642, 6004]"
5956,log_3944_1708942650.xes,drift_1,gradual,change_info_1,"[58, 58, 74, 74]",gradual,"[1958, 2484]"
5957,log_3944_1708942650.xes,drift_2,gradual,change_info_1,"[123, 123, 133, 133]",gradual,"[4176, 4513]"
5958,log_3944_1708942650.xes,drift_3,sudden,change_info_1,"[169, 169, 169, 169]",sudden,[5719]
5959,log_3946_1708942654.xes,drift_1,sudden,change_info_1,"[58, 58, 58, 58]",sudden,[1773]
5960,log_3946_1708942654.xes,drift_2,sudden,change_info_1,"[91, 91, 91, 91]",sudden,[2805]
5961,log_3946_1708942654.xes,drift_3,gradual,change_info_1,"[134, 134, 144, 144]",gradual,"[4135, 4458]"
5962,log_3947_1708942656.xes,drift_1,sudden,change_info_1,"[40, 40, 40, 40]",sudden,[1260]
5963,log_3947_1708942656.xes,drift_2,gradual,change_info_1,"[102, 102, 117, 117]",gradual,"[3233, 3738]"
5964,log_3947_1708942656.xes,drift_3,gradual,change_info_1,"[156, 156, 169, 169]",gradual,"[4962, 5407]"
5965,log_3948_1708942659.xes,drift_1,gradual,change_info_1,"[82, 82, 97, 97]",gradual,"[1798, 2125]"
5966,log_3948_1708942659.xes,drift_2,sudden,change_info_1,"[143, 143, 143, 143]",sudden,[3141]
5967,log_3949_1708942448.xes,drift_1,gradual,change_info_1,"[36, 36, 52, 52]",gradual,"[1191, 1737]"
5968,log_3949_1708942448.xes,drift_2,gradual,change_info_1,"[105, 105, 121, 121]",gradual,"[3564, 4105]"
5969,log_3949_1708942448.xes,drift_3,gradual,change_info_1,"[151, 151, 160, 160]",gradual,"[5125, 5435]"
5970,log_3950_1708942453.xes,drift_1,sudden,change_info_1,"[82, 82, 82, 82]",sudden,[1222]
5971,log_3951_1708942454.xes,drift_1,gradual,change_info_1,"[76, 76, 93, 93]",gradual,"[1880, 2320]"
5972,log_3951_1708942454.xes,drift_2,sudden,change_info_1,"[160, 160, 160, 160]",sudden,[3990]
5973,log_3952_1708942457.xes,drift_1,gradual,change_info_1,"[82, 82, 108, 108]",gradual,"[1297, 1718]"
5974,log_3954_1708942463.xes,drift_1,gradual,change_info_1,"[84, 84, 115, 115]",gradual,"[1080, 1487]"
5975,log_3955_1708942464.xes,drift_1,sudden,change_info_1,"[75, 75, 75, 75]",sudden,[1120]
5976,log_3956_1708942465.xes,drift_1,gradual,change_info_1,"[69, 69, 83, 83]",gradual,"[1997, 2388]"
5977,log_3956_1708942465.xes,drift_2,gradual,change_info_1,"[125, 125, 141, 141]",gradual,"[3620, 4067]"
5978,log_3957_1708942469.xes,drift_1,sudden,change_info_1,"[117, 117, 117, 117]",sudden,[1401]
5979,log_3960_1708942471.xes,drift_1,sudden,change_info_1,"[42, 42, 42, 42]",sudden,[1157]
5980,log_3960_1708942471.xes,drift_2,gradual,change_info_1,"[85, 85, 100, 100]",gradual,"[2360, 2790]"
5981,log_3960_1708942471.xes,drift_3,gradual,change_info_1,"[139, 139, 158, 158]",gradual,"[3865, 4420]"
5982,log_3963_1708942480.xes,drift_1,gradual,change_info_1,"[68, 68, 94, 94]",gradual,"[1009, 1396]"
5983,log_3964_1708942481.xes,drift_1,sudden,change_info_1,"[51, 51, 51, 51]",sudden,[1603]
5984,log_3964_1708942481.xes,drift_2,gradual,change_info_1,"[82, 82, 96, 96]",gradual,"[2605, 3053]"
5985,log_3964_1708942481.xes,drift_3,gradual,change_info_1,"[144, 144, 161, 161]",gradual,"[4593, 5136]"
5986,log_3965_1708942483.xes,drift_1,sudden,change_info_1,"[104, 104, 104, 104]",sudden,[1033]
5987,log_3966_1708942485.xes,drift_1,sudden,change_info_1,"[44, 44, 44, 44]",sudden,[1181]
5988,log_3966_1708942485.xes,drift_2,sudden,change_info_1,"[88, 88, 88, 88]",sudden,[2350]
5989,log_3966_1708942485.xes,drift_3,sudden,change_info_1,"[137, 137, 137, 137]",sudden,[3682]
5990,log_3967_1708942487.xes,drift_1,gradual,change_info_1,"[47, 47, 56, 56]",gradual,"[1681, 1982]"
5991,log_3967_1708942487.xes,drift_2,gradual,change_info_1,"[101, 101, 112, 112]",gradual,"[3624, 4017]"
5992,log_3967_1708942487.xes,drift_3,sudden,change_info_1,"[149, 149, 149, 149]",sudden,[5359]
5993,log_3968_1708942490.xes,drift_1,gradual,change_info_1,"[77, 77, 114, 114]",gradual,"[1149, 1710]"
5994,log_3969_1708942491.xes,drift_1,sudden,change_info_1,"[46, 46, 46, 46]",sudden,[1096]
5995,log_3969_1708942491.xes,drift_2,gradual,change_info_1,"[117, 117, 138, 138]",gradual,"[2798, 3306]"
5996,log_3970_1708942494.xes,drift_1,gradual,change_info_1,"[48, 48, 60, 60]",gradual,"[1575, 1959]"
5997,log_3970_1708942494.xes,drift_2,gradual,change_info_1,"[92, 92, 105, 105]",gradual,"[3018, 3457]"
5998,log_3970_1708942494.xes,drift_3,sudden,change_info_1,"[157, 157, 157, 157]",sudden,[5166]
5999,log_3971_1708942499.xes,drift_1,sudden,change_info_1,"[48, 48, 48, 48]",sudden,[1576]
6000,log_3971_1708942499.xes,drift_2,sudden,change_info_1,"[100, 100, 100, 100]",sudden,[3269]
6001,log_3971_1708942499.xes,drift_3,sudden,change_info_1,"[144, 144, 144, 144]",sudden,[4749]
6002,log_3972_1708942501.xes,drift_1,sudden,change_info_1,"[57, 57, 57, 57]",sudden,[1869]
6003,log_3972_1708942501.xes,drift_2,sudden,change_info_1,"[101, 101, 101, 101]",sudden,[3320]
6004,log_3972_1708942501.xes,drift_3,gradual,change_info_1,"[154, 154, 166, 166]",gradual,"[5056, 5452]"
6005,log_3973_1708942504.xes,drift_1,sudden,change_info_1,"[107, 107, 107, 107]",sudden,[1382]
6006,log_3974_1708942505.xes,drift_1,sudden,change_info_1,"[61, 61, 61, 61]",sudden,[1921]
6007,log_3974_1708942505.xes,drift_2,gradual,change_info_1,"[101, 101, 112, 112]",gradual,"[3218, 3569]"
6008,log_3974_1708942505.xes,drift_3,sudden,change_info_1,"[157, 157, 157, 157]",sudden,[5018]
6009,log_3975_1708942508.xes,drift_1,sudden,change_info_1,"[102, 102, 102, 102]",sudden,[1819]
6010,log_3976_1708942510.xes,drift_1,gradual,change_info_1,"[49, 49, 62, 62]",gradual,"[1366, 1722]"
6011,log_3976_1708942510.xes,drift_2,gradual,change_info_1,"[128, 128, 143, 143]",gradual,"[3574, 3977]"
6012,log_3981_1708942518.xes,drift_1,sudden,change_info_1,"[42, 42, 42, 42]",sudden,[1045]
6013,log_3981_1708942518.xes,drift_2,gradual,change_info_1,"[111, 111, 133, 133]",gradual,"[2769, 3303]"
6014,log_3982_1708942527.xes,drift_1,gradual,change_info_1,"[55, 55, 67, 67]",gradual,"[1405, 1735]"
6015,log_3982_1708942527.xes,drift_2,sudden,change_info_1,"[134, 134, 134, 134]",sudden,[3477]
6016,log_3983_1708942529.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1568]
6017,log_3983_1708942529.xes,drift_2,sudden,change_info_1,"[98, 98, 98, 98]",sudden,[2830]
6018,log_3983_1708942529.xes,drift_3,gradual,change_info_1,"[133, 133, 152, 152]",gradual,"[3838, 4399]"
6019,log_3984_1708942533.xes,drift_1,sudden,change_info_1,"[88, 88, 88, 88]",sudden,[1219]
6020,log_3985_1708942536.xes,drift_1,sudden,change_info_1,"[90, 90, 90, 90]",sudden,[1880]
6021,log_3985_1708942536.xes,drift_2,gradual,change_info_1,"[138, 138, 154, 154]",gradual,"[2880, 3222]"
6022,log_3987_1708942539.xes,drift_1,gradual,change_info_1,"[52, 52, 67, 67]",gradual,"[1338, 1740]"
6023,log_3987_1708942539.xes,drift_2,gradual,change_info_1,"[123, 123, 140, 140]",gradual,"[3178, 3627]"
6024,log_3988_1708942542.xes,drift_1,gradual,change_info_1,"[47, 47, 71, 71]",gradual,"[1024, 1550]"
6025,log_3988_1708942542.xes,drift_2,gradual,change_info_1,"[123, 123, 137, 137]",gradual,"[2696, 3012]"
6026,log_3989_1708942545.xes,drift_1,gradual,change_info_1,"[56, 56, 65, 65]",gradual,"[1817, 2133]"
6027,log_3989_1708942545.xes,drift_2,sudden,change_info_1,"[113, 113, 113, 113]",sudden,[3712]
6028,log_3989_1708942545.xes,drift_3,sudden,change_info_1,"[154, 154, 154, 154]",sudden,[5080]
6029,log_3991_1708942546.xes,drift_1,sudden,change_info_1,"[116, 116, 116, 116]",sudden,[1275]
6030,log_3992_1708942547.xes,drift_1,sudden,change_info_1,"[62, 62, 62, 62]",sudden,[1480]
6031,log_3992_1708942547.xes,drift_2,sudden,change_info_1,"[127, 127, 127, 127]",sudden,[3042]
6032,log_3993_1708942549.xes,drift_1,sudden,change_info_1,"[52, 52, 52, 52]",sudden,[1744]
6033,log_3993_1708942549.xes,drift_2,gradual,change_info_1,"[82, 82, 96, 96]",gradual,"[2787, 3263]"
6034,log_3993_1708942549.xes,drift_3,gradual,change_info_1,"[133, 133, 145, 145]",gradual,"[4507, 4912]"
6035,log_3994_1708942552.xes,drift_1,sudden,change_info_1,"[53, 53, 53, 53]",sudden,[1900]
6036,log_3994_1708942552.xes,drift_2,gradual,change_info_1,"[100, 100, 116, 116]",gradual,"[3588, 4149]"
6037,log_3994_1708942552.xes,drift_3,gradual,change_info_1,"[147, 147, 156, 156]",gradual,"[5263, 5608]"
6038,log_3995_1708942555.xes,drift_1,sudden,change_info_1,"[76, 76, 76, 76]",sudden,[1280]
6039,log_3995_1708942555.xes,drift_2,sudden,change_info_1,"[139, 139, 139, 139]",sudden,[2362]
6040,log_3996_1708942558.xes,drift_1,gradual,change_info_1,"[42, 42, 56, 56]",gradual,"[1628, 2152]"
6041,log_3996_1708942558.xes,drift_2,sudden,change_info_1,"[106, 106, 106, 106]",sudden,[4133]
6042,log_3996_1708942558.xes,drift_3,gradual,change_info_1,"[144, 144, 143, 143]",gradual,"[5577, 6000]"
6043,log_3998_1708942567.xes,drift_1,sudden,change_info_1,"[67, 67, 67, 67]",sudden,[1474]
6044,log_3998_1708942567.xes,drift_2,sudden,change_info_1,"[124, 124, 124, 124]",sudden,[2707]
6045,log_3999_1708942570.xes,drift_1,gradual,change_info_1,"[101, 101, 132, 132]",gradual,"[1908, 2493]"
6046,log_4000_1708942572.xes,drift_1,gradual,change_info_1,"[36, 36, 35, 35]",gradual,"[1085, 1389]"
6047,log_4000_1708942572.xes,drift_2,sudden,change_info_1,"[97, 97, 97, 97]",sudden,[2993]
6048,log_4000_1708942572.xes,drift_3,gradual,change_info_1,"[143, 143, 158, 158]",gradual,"[4412, 4872]"
6049,log_4001_1708942575.xes,drift_1,gradual,change_info_1,"[103, 103, 126, 126]",gradual,"[1638, 2009]"
6050,log_4005_1708942581.xes,drift_1,sudden,change_info_1,"[115, 115, 115, 115]",sudden,[1839]
6051,log_4007_1708942584.xes,drift_1,sudden,change_info_1,"[60, 60, 60, 60]",sudden,[1606]
6052,log_4007_1708942584.xes,drift_2,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[2818]
6053,log_4007_1708942584.xes,drift_3,sudden,change_info_1,"[162, 162, 162, 162]",sudden,[4370]
6054,log_4008_1708942587.xes,drift_1,sudden,change_info_1,"[84, 84, 84, 84]",sudden,[1165]
6055,log_4009_1708942588.xes,drift_1,gradual,change_info_1,"[38, 38, 52, 52]",gradual,"[1372, 1892]"
6056,log_4009_1708942588.xes,drift_2,gradual,change_info_1,"[83, 83, 99, 99]",gradual,"[3068, 3659]"
6057,log_4009_1708942588.xes,drift_3,sudden,change_info_1,"[149, 149, 149, 149]",sudden,[5484]
6058,log_4010_1708942590.xes,drift_1,sudden,change_info_1,"[42, 42, 42, 42]",sudden,[1153]
6059,log_4010_1708942590.xes,drift_2,sudden,change_info_1,"[113, 113, 113, 113]",sudden,[3152]
6060,log_4010_1708942590.xes,drift_3,sudden,change_info_1,"[161, 161, 161, 161]",sudden,[4492]
6061,log_4011_1708942595.xes,drift_1,sudden,change_info_1,"[57, 57, 57, 57]",sudden,[1516]
6062,log_4011_1708942595.xes,drift_2,gradual,change_info_1,"[96, 96, 95, 95]",gradual,"[2565, 3130]"
6063,log_4011_1708942595.xes,drift_3,sudden,change_info_1,"[164, 164, 164, 164]",sudden,[4425]
6064,log_4013_1708942597.xes,drift_1,sudden,change_info_1,"[59, 59, 59, 59]",sudden,[1458]
6065,log_4013_1708942597.xes,drift_2,gradual,change_info_1,"[118, 118, 139, 139]",gradual,"[2947, 3475]"
6066,log_4014_1708942599.xes,drift_1,gradual,change_info_1,"[42, 42, 58, 58]",gradual,"[1047, 1441]"
6067,log_4014_1708942599.xes,drift_2,gradual,change_info_1,"[127, 127, 144, 144]",gradual,"[3157, 3578]"
6068,log_4016_1708942604.xes,drift_1,gradual,change_info_1,"[51, 51, 65, 65]",gradual,"[1271, 1615]"
6069,log_4016_1708942604.xes,drift_2,gradual,change_info_1,"[138, 138, 153, 153]",gradual,"[3440, 3802]"
6070,log_4017_1708942611.xes,drift_1,gradual,change_info_1,"[66, 66, 84, 84]",gradual,"[1902, 2434]"
6071,log_4017_1708942611.xes,drift_2,sudden,change_info_1,"[145, 145, 145, 145]",sudden,[4195]
6072,log_4021_1708942620.xes,drift_1,sudden,change_info_1,"[99, 99, 99, 99]",sudden,[1670]
6073,log_4022_1708942622.xes,drift_1,sudden,change_info_1,"[74, 74, 74, 74]",sudden,[1030]
6074,log_4024_1708942625.xes,drift_1,sudden,change_info_1,"[50, 50, 50, 50]",sudden,[1867]
6075,log_4024_1708942625.xes,drift_2,gradual,change_info_1,"[100, 100, 112, 112]",gradual,"[3765, 4230]"
6076,log_4024_1708942625.xes,drift_3,sudden,change_info_1,"[155, 155, 155, 155]",sudden,[5866]
6077,log_4025_1708942627.xes,drift_1,sudden,change_info_1,"[68, 68, 68, 68]",sudden,[1279]
6078,log_4025_1708942627.xes,drift_2,sudden,change_info_1,"[143, 143, 143, 143]",sudden,[2713]
6079,log_4026_1708942633.xes,drift_1,sudden,change_info_1,"[76, 76, 76, 76]",sudden,[1900]
6080,log_4026_1708942633.xes,drift_2,sudden,change_info_1,"[125, 125, 125, 125]",sudden,[3117]
6081,log_4027_1708942634.xes,drift_1,sudden,change_info_1,"[90, 90, 90, 90]",sudden,[1706]
6082,log_4027_1708942634.xes,drift_2,sudden,change_info_1,"[146, 146, 146, 146]",sudden,[2758]
6083,log_4031_1708942641.xes,drift_1,gradual,change_info_1,"[32, 32, 41, 41]",gradual,"[1148, 1504]"
6084,log_4031_1708942641.xes,drift_2,gradual,change_info_1,"[85, 85, 97, 97]",gradual,"[3128, 3557]"
6085,log_4031_1708942641.xes,drift_3,gradual,change_info_1,"[150, 150, 165, 165]",gradual,"[5521, 6101]"
6086,log_4033_1708942448.xes,drift_1,sudden,change_info_1,"[43, 43, 43, 43]",sudden,[1404]
6087,log_4033_1708942448.xes,drift_2,gradual,change_info_1,"[103, 103, 102, 102]",gradual,"[3366, 3680]"
6088,log_4033_1708942448.xes,drift_3,sudden,change_info_1,"[161, 161, 161, 161]",sudden,[5300]
6089,log_4034_1708942451.xes,drift_1,gradual,change_info_1,"[44, 44, 58, 58]",gradual,"[1399, 1853]"
6090,log_4034_1708942451.xes,drift_2,gradual,change_info_1,"[103, 103, 119, 119]",gradual,"[3290, 3805]"
6091,log_4034_1708942451.xes,drift_3,sudden,change_info_1,"[153, 153, 153, 153]",sudden,[4896]
6092,log_4035_1708942457.xes,drift_1,gradual,change_info_1,"[49, 49, 64, 64]",gradual,"[1105, 1469]"
6093,log_4035_1708942457.xes,drift_2,gradual,change_info_1,"[111, 111, 131, 131]",gradual,"[2542, 3013]"
6094,log_4037_1708942466.xes,drift_1,sudden,change_info_1,"[122, 122, 122, 122]",sudden,[1583]
6095,log_4038_1708942467.xes,drift_1,gradual,change_info_1,"[94, 94, 112, 112]",gradual,"[1683, 2008]"
6096,log_4040_1708942471.xes,drift_1,sudden,change_info_1,"[38, 38, 38, 38]",sudden,[1276]
6097,log_4040_1708942471.xes,drift_2,gradual,change_info_1,"[94, 94, 108, 108]",gradual,"[3194, 3670]"
6098,log_4040_1708942471.xes,drift_3,sudden,change_info_1,"[148, 148, 148, 148]",sudden,[5025]
6099,log_4041_1708942473.xes,drift_1,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[1890]
6100,log_4042_1708942476.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1520]
6101,log_4042_1708942476.xes,drift_2,gradual,change_info_1,"[125, 125, 140, 140]",gradual,"[3477, 3908]"
6102,log_4043_1708942478.xes,drift_1,gradual,change_info_1,"[98, 98, 126, 126]",gradual,"[1656, 2138]"
6103,log_4044_1708942480.xes,drift_1,gradual,change_info_1,"[102, 102, 126, 126]",gradual,"[1924, 2381]"
6104,log_4045_1708942485.xes,drift_1,gradual,change_info_1,"[55, 55, 71, 71]",gradual,"[1194, 1550]"
6105,log_4045_1708942485.xes,drift_2,gradual,change_info_1,"[121, 121, 139, 139]",gradual,"[2651, 3049]"
6106,log_4046_1708942488.xes,drift_1,sudden,change_info_1,"[99, 99, 99, 99]",sudden,[1669]
6107,log_4047_1708942491.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1087]
6108,log_4047_1708942491.xes,drift_2,gradual,change_info_1,"[124, 124, 146, 146]",gradual,"[2478, 2907]"
6109,log_4048_1708942493.xes,drift_1,gradual,change_info_1,"[54, 54, 79, 79]",gradual,"[1175, 1717]"
6110,log_4048_1708942493.xes,drift_2,gradual,change_info_1,"[145, 145, 160, 160]",gradual,"[3178, 3514]"
6111,log_4051_1708942497.xes,drift_1,gradual,change_info_1,"[67, 67, 88, 88]",gradual,"[1523, 2022]"
6112,log_4051_1708942497.xes,drift_2,gradual,change_info_1,"[134, 134, 154, 154]",gradual,"[3063, 3525]"
6113,log_4052_1708942499.xes,drift_1,gradual,change_info_1,"[37, 37, 50, 50]",gradual,"[1154, 1588]"
6114,log_4052_1708942499.xes,drift_2,gradual,change_info_1,"[104, 104, 118, 118]",gradual,"[3307, 3775]"
6115,log_4052_1708942499.xes,drift_3,sudden,change_info_1,"[154, 154, 154, 154]",sudden,[4909]
6116,log_4053_1708942501.xes,drift_1,sudden,change_info_1,"[111, 111, 111, 111]",sudden,[1321]
6117,log_4054_1708942503.xes,drift_1,gradual,change_info_1,"[60, 60, 79, 79]",gradual,"[1606, 2112]"
6118,log_4054_1708942503.xes,drift_2,gradual,change_info_1,"[147, 147, 165, 165]",gradual,"[3948, 4446]"
6119,log_4055_1708942506.xes,drift_1,gradual,change_info_1,"[72, 72, 99, 99]",gradual,"[1074, 1476]"
6120,log_4056_1708942508.xes,drift_1,gradual,change_info_1,"[45, 45, 61, 61]",gradual,"[1409, 1945]"
6121,log_4056_1708942508.xes,drift_2,gradual,change_info_1,"[112, 112, 124, 124]",gradual,"[3564, 3961]"
6122,log_4056_1708942508.xes,drift_3,sudden,change_info_1,"[157, 157, 157, 157]",sudden,[5024]
6123,log_4057_1708942510.xes,drift_1,gradual,change_info_1,"[39, 39, 57, 57]",gradual,"[1049, 1524]"
6124,log_4057_1708942510.xes,drift_2,gradual,change_info_1,"[128, 128, 145, 145]",gradual,"[3445, 3893]"
6125,log_4058_1708942515.xes,drift_1,gradual,change_info_1,"[89, 89, 109, 109]",gradual,"[1590, 1949]"
6126,log_4059_1708942516.xes,drift_1,gradual,change_info_1,"[69, 69, 83, 83]",gradual,"[1723, 2074]"
6127,log_4059_1708942516.xes,drift_2,sudden,change_info_1,"[143, 143, 143, 143]",sudden,[3555]
6128,log_4060_1708942517.xes,drift_1,sudden,change_info_1,"[77, 77, 77, 77]",sudden,[1071]
6129,log_4061_1708942519.xes,drift_1,gradual,change_info_1,"[90, 90, 107, 107]",gradual,"[1874, 2243]"
6130,log_4062_1708942520.xes,drift_1,sudden,change_info_1,"[54, 54, 54, 54]",sudden,[1727]
6131,log_4062_1708942520.xes,drift_2,sudden,change_info_1,"[95, 95, 95, 95]",sudden,[3034]
6132,log_4062_1708942520.xes,drift_3,gradual,change_info_1,"[127, 127, 144, 144]",gradual,"[4052, 4606]"
6133,log_4065_1708942528.xes,drift_1,sudden,change_info_1,"[124, 124, 124, 124]",sudden,[1846]
6134,log_4066_1708942530.xes,drift_1,gradual,change_info_1,"[76, 76, 94, 94]",gradual,"[1667, 2049]"
6135,log_4066_1708942530.xes,drift_2,sudden,change_info_1,"[161, 161, 161, 161]",sudden,[3532]
6136,log_4068_1708942532.xes,drift_1,gradual,change_info_1,"[90, 90, 113, 113]",gradual,"[1612, 2020]"
6137,log_4070_1708942536.xes,drift_1,gradual,change_info_1,"[57, 57, 74, 74]",gradual,"[1361, 1760]"
6138,log_4070_1708942536.xes,drift_2,sudden,change_info_1,"[147, 147, 147, 147]",sudden,[3510]
6139,log_4071_1708942537.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1691]
6140,log_4071_1708942537.xes,drift_2,sudden,change_info_1,"[113, 113, 113, 113]",sudden,[3497]
6141,log_4071_1708942537.xes,drift_3,sudden,change_info_1,"[169, 169, 169, 169]",sudden,[5228]
6142,log_4072_1708942543.xes,drift_1,sudden,change_info_1,"[40, 40, 40, 40]",sudden,[1185]
