log_name,drift_types,change_trace_idx
log_1459_1708942983.xes,"sudden, sudden, gradual, sudden, gradual, sudden, sudden","[(823, 823), (1543, 1543), (1780, 1882), (3146, 3146), (3633, 4635), (5263, 5263), (5922, 5922)]"
log_145_1708942889.xes,,
log_1460_1708942988.xes,sudden,"[(1021, 1021)]"
log_1461_1708942990.xes,"sudden, sudden","[(1993, 1993), (3766, 3766)]"
log_1462_1708942996.xes,"sudden, sudden","[(4011, 4011), (5814, 5814)]"
log_1463_1708943000.xes,,
log_1464_1708943003.xes,"gradual, sudden, sudden","[(125, 179), (976, 976), (2422, 2422)]"
log_1465_1708943012.xes,sudden,"[(1901, 1901)]"
log_1466_1708943015.xes,,
log_1467_1708943021.xes,"sudden, sudden","[(4351, 4351), (6218, 6218)]"
log_1468_1708943031.xes,,
log_1469_1708943037.xes,,
log_146_1708942900.xes,sudden,"[(1577, 1577)]"
log_1470_1708943042.xes,,
log_1471_1708943045.xes,,
log_1472_1708943051.xes,"sudden, sudden, sudden","[(1856, 1856), (2945, 2945), (4622, 4622)]"
log_1473_1708943053.xes,,
log_1474_1708943056.xes,,
log_1475_1708943059.xes,,
log_1476_1708943062.xes,,
log_1477_1708943068.xes,,
log_1478_1708943072.xes,"sudden, sudden","[(99, 99), (1787, 1787)]"
log_1479_1708943076.xes,sudden,"[(1270, 1270)]"
log_147_1708942902.xes,"sudden, sudden","[(1080, 1080), (2194, 2194)]"
log_1480_1708943079.xes,"sudden, sudden","[(986, 986), (1963, 1963)]"
log_1481_1708943084.xes,,
log_1482_1708943094.xes,sudden,"[(2161, 2161)]"
log_1483_1708942922.xes,sudden,"[(1831, 1831)]"
log_1484_1708942925.xes,sudden,"[(3170, 3170)]"
log_1485_1708942934.xes,,
log_1486_1708942938.xes,"sudden, sudden","[(1421, 1421), (4743, 4743)]"
log_1487_1708942942.xes,,
log_1488_1708942945.xes,,
log_1489_1708942953.xes,sudden,"[(1698, 1698)]"
log_148_1708942907.xes,sudden,"[(1986, 1986)]"
log_1490_1708942957.xes,,
log_1491_1708942960.xes,,
log_1492_1708942964.xes,sudden,"[(1919, 1919)]"
log_1493_1708942967.xes,,
log_1494_1708942970.xes,sudden,"[(1412, 1412)]"
log_1495_1708942978.xes,,
log_1496_1708942980.xes,,
log_1497_1708942981.xes,sudden,"[(3330, 3330)]"
log_1498_1708942985.xes,sudden,"[(1572, 1572)]"
log_1499_1708942988.xes,sudden,"[(1352, 1352)]"
log_149_1708942912.xes,sudden,"[(2152, 2152)]"
log_14_1708942779.xes,,
log_1500_1708942991.xes,"sudden, sudden","[(1454, 1454), (3211, 3211)]"
log_1501_1708942996.xes,,
log_1502_1708943003.xes,sudden,"[(1543, 1543)]"
log_1503_1708943006.xes,sudden,"[(1425, 1425)]"
log_1504_1708943016.xes,,
log_1505_1708943019.xes,,
log_1506_1708943021.xes,,
log_1507_1708943024.xes,sudden,"[(3058, 3058)]"
log_1508_1708943027.xes,"sudden, sudden, sudden","[(1549, 1549), (3030, 3030), (4037, 4037)]"
log_1509_1708943036.xes,"sudden, sudden, sudden","[(1544, 1544), (3655, 3655), (5638, 5638)]"
log_150_1708942917.xes,sudden,"[(1572, 1572)]"
log_1510_1708943048.xes,,
log_1511_1708943053.xes,"sudden, sudden, sudden","[(99, 99), (1510, 1510), (1796, 1796)]"
log_1512_1708943055.xes,,
log_1513_1708943057.xes,sudden,"[(3964, 3964)]"
log_1514_1708943063.xes,sudden,"[(3442, 3442)]"
log_1515_1708943068.xes,"sudden, sudden","[(1982, 1982), (3458, 3458)]"
log_1516_1708943072.xes,gradual,"[(4747, 5329)]"
log_1517_1708943080.xes,,
log_1518_1708943082.xes,,
log_1519_1708943085.xes,,
log_151_1708942919.xes,sudden,"[(1203, 1203)]"
log_1520_1708943088.xes,"sudden, sudden","[(1630, 1630), (2950, 2950)]"
log_1521_1708942922.xes,"sudden, sudden","[(1350, 1350), (2615, 2615)]"
log_1522_1708942925.xes,,
log_1523_1708942928.xes,,
log_1524_1708942931.xes,"sudden, sudden, sudden","[(2042, 2042), (3615, 3615), (5709, 5709)]"
log_1525_1708942952.xes,"sudden, sudden","[(1518, 1518), (3635, 3635)]"
log_1526_1708942959.xes,"sudden, sudden","[(1889, 1889), (3051, 3051)]"
log_1527_1708942967.xes,,
log_1528_1708942968.xes,,
log_1529_1708942971.xes,,
log_152_1708942923.xes,sudden,"[(2113, 2113)]"
log_1530_1708942977.xes,"sudden, gradual","[(1855, 1855), (1930, 2413)]"
log_1531_1708942979.xes,,
log_1532_1708942983.xes,sudden,"[(2292, 2292)]"
log_1533_1708942987.xes,sudden,"[(2979, 2979)]"
log_1534_1708942989.xes,sudden,"[(1831, 1831)]"
log_1535_1708942991.xes,,
log_1536_1708942996.xes,,
log_1537_1708943004.xes,sudden,"[(1656, 1656)]"
log_1538_1708943008.xes,,
log_1539_1708943018.xes,,
log_153_1708942732.xes,,
log_1540_1708943020.xes,sudden,"[(2063, 2063)]"
log_1541_1708943023.xes,,
log_1542_1708943026.xes,,
log_1543_1708943027.xes,,
log_1544_1708943035.xes,,
log_1545_1708943037.xes,"gradual, sudden, sudden, sudden","[(1693, 2208), (3463, 3463), (5649, 5649), (6931, 6931)]"
log_1546_1708943045.xes,,
log_1547_1708943047.xes,"sudden, gradual","[(2175, 2175), (4659, 5828)]"
log_1548_1708943068.xes,"gradual, sudden, sudden","[(287, 1053), (1401, 1401), (3018, 3018)]"
log_1549_1708943070.xes,,
log_154_1708942735.xes,,
log_1550_1708943073.xes,sudden,"[(99, 99)]"
log_1551_1708943075.xes,"gradual, sudden, sudden","[(1647, 2580), (3531, 3531), (5231, 5231)]"
log_1552_1708943077.xes,,
log_1553_1708943080.xes,sudden,"[(1973, 1973)]"
log_1554_1708943081.xes,,
log_1555_1708943084.xes,"sudden, sudden, sudden","[(413, 413), (1151, 1151), (2744, 2744)]"
log_1556_1708943086.xes,"sudden, sudden","[(390, 390), (1568, 1568)]"
log_1557_1708943087.xes,,
log_1558_1708943092.xes,sudden,"[(1750, 1750)]"
log_1559_1708942926.xes,,
log_155_1708942737.xes,,
log_1560_1708942932.xes,sudden,"[(1773, 1773)]"
log_1561_1708942941.xes,,
log_1562_1708942946.xes,,
log_1563_1708942947.xes,,
log_1564_1708942949.xes,sudden,"[(1409, 1409)]"
log_1565_1708942954.xes,gradual,"[(4062, 4763)]"
log_1566_1708942964.xes,sudden,"[(2306, 2306)]"
log_1567_1708942969.xes,"sudden, sudden","[(1945, 1945), (3238, 3238)]"
log_1568_1708942972.xes,,
log_1569_1708942977.xes,,
log_156_1708942744.xes,,
log_1570_1708942982.xes,"sudden, sudden","[(1115, 1115), (2432, 2432)]"
log_1571_1708942987.xes,gradual,"[(3499, 4608)]"
log_1572_1708942993.xes,sudden,"[(1728, 1728)]"
log_1573_1708942996.xes,,
log_1574_1708943001.xes,sudden,"[(1613, 1613)]"
log_1575_1708943004.xes,,
log_1576_1708943006.xes,,
log_1577_1708943012.xes,,
log_1578_1708943020.xes,,
log_1579_1708943030.xes,"sudden, sudden, sudden","[(109, 109), (280, 280), (2238, 2238)]"
log_157_1708942747.xes,sudden,"[(1523, 1523)]"
log_1580_1708943056.xes,,
log_1581_1708943067.xes,,
log_1582_1708943069.xes,"sudden, sudden","[(2090, 2090), (3753, 3753)]"
log_1583_1708943078.xes,sudden,"[(1186, 1186)]"
log_1584_1708943080.xes,,
log_1585_1708943087.xes,"sudden, sudden","[(3779, 3779), (5795, 5795)]"
log_1586_1708943098.xes,,
log_1587_1708943107.xes,sudden,"[(1283, 1283)]"
log_1588_1708943111.xes,,
log_1589_1708943115.xes,,
log_158_1708942755.xes,,
log_1590_1708943119.xes,,
log_1591_1708943121.xes,sudden,"[(1270, 1270)]"
log_1592_1708943123.xes,sudden,"[(2096, 2096)]"
log_1593_1708943129.xes,,
log_1594_1708943133.xes,,
log_1595_1708943139.xes,sudden,"[(1059, 1059)]"
log_1596_1708943143.xes,,
log_1597_1708942929.xes,,
log_1598_1708942936.xes,sudden,"[(3936, 3936)]"
log_1599_1708942941.xes,"sudden, sudden","[(687, 687), (1450, 1450)]"
log_159_1708942757.xes,"sudden, sudden","[(1946, 1946), (3493, 3493)]"
log_15_1708942783.xes,"sudden, sudden","[(3638, 3638), (5633, 5633)]"
log_1600_1708942943.xes,,
log_1601_1708942944.xes,sudden,"[(2008, 2008)]"
log_1602_1708942947.xes,sudden,"[(1274, 1274)]"
log_1603_1708942951.xes,,
log_1604_1708942957.xes,sudden,"[(3765, 3765)]"
log_1605_1708942965.xes,sudden,"[(2746, 2746)]"
log_1606_1708942974.xes,sudden,"[(1464, 1464)]"
log_1607_1708942976.xes,,
log_1608_1708942978.xes,"gradual, sudden, sudden, sudden, sudden","[(391, 547), (1477, 1477), (3233, 3233), (4069, 4069), (5159, 5159)]"
log_1609_1708942981.xes,,
log_160_1708942761.xes,,
log_1610_1708942983.xes,"sudden, sudden","[(1142, 1142), (4996, 4996)]"
log_1611_1708942987.xes,,
log_1612_1708942990.xes,,
log_1613_1708942992.xes,"sudden, sudden, sudden","[(1993, 1993), (3755, 3755), (5384, 5384)]"
log_1614_1708943003.xes,"sudden, sudden","[(1927, 1927), (3233, 3233)]"
log_1615_1708943013.xes,,
log_1616_1708943016.xes,"sudden, sudden, sudden","[(1535, 1535), (3223, 3223), (5077, 5077)]"
log_1617_1708943019.xes,"sudden, sudden","[(4119, 4119), (5792, 5792)]"
log_1618_1708943028.xes,,
log_1619_1708943030.xes,,
log_161_1708942762.xes,sudden,"[(1853, 1853)]"
log_1620_1708943045.xes,sudden,"[(1562, 1562)]"
log_1621_1708943064.xes,,
log_1622_1708943069.xes,,
log_1623_1708943071.xes,,
log_1624_1708943079.xes,"sudden, sudden","[(1909, 1909), (3362, 3362)]"
log_1625_1708943086.xes,,
log_1626_1708943099.xes,,
log_1627_1708943103.xes,sudden,"[(2680, 2680)]"
log_1628_1708943106.xes,,
log_1629_1708943110.xes,,
log_162_1708942765.xes,"sudden, sudden","[(343, 343), (1478, 1478)]"
log_1630_1708943113.xes,sudden,"[(1916, 1916)]"
log_1631_1708943124.xes,,
log_1632_1708943126.xes,"sudden, sudden, sudden","[(1534, 1534), (2619, 2619), (3927, 3927)]"
log_1633_1708943130.xes,,
log_1634_1708943132.xes,"sudden, sudden","[(3014, 3014), (4808, 4808)]"
log_1635_1708942931.xes,sudden,"[(2061, 2061)]"
log_1636_1708942934.xes,"sudden, sudden, sudden","[(199, 199), (1602, 1602), (3787, 3787)]"
log_1637_1708942948.xes,sudden,"[(3185, 3185)]"
log_1638_1708942952.xes,sudden,"[(980, 980)]"
log_1639_1708942954.xes,,
log_163_1708942766.xes,"sudden, sudden, sudden","[(1385, 1385), (3244, 3244), (5354, 5354)]"
log_1640_1708942967.xes,"sudden, sudden","[(1474, 1474), (3029, 3029)]"
log_1641_1708942974.xes,sudden,"[(1640, 1640)]"
log_1642_1708942977.xes,,
log_1643_1708942979.xes,sudden,"[(187, 187)]"
log_1644_1708942983.xes,,
log_1645_1708942987.xes,sudden,"[(3334, 3334)]"
log_1646_1708942995.xes,,
log_1647_1708942998.xes,"sudden, sudden","[(2134, 2134), (3224, 3224)]"
log_1648_1708943003.xes,,
log_1649_1708943004.xes,sudden,"[(1727, 1727)]"
log_164_1708942773.xes,sudden,"[(3117, 3117)]"
log_1650_1708943009.xes,sudden,"[(1524, 1524)]"
log_1651_1708943014.xes,"sudden, sudden","[(1953, 1953), (3877, 3877)]"
log_1652_1708943020.xes,,
log_1653_1708943026.xes,"gradual, sudden, sudden, sudden","[(506, 633), (806, 806), (1481, 1481), (2240, 2240)]"
log_1654_1708943028.xes,,
log_1655_1708943033.xes,"sudden, sudden, sudden","[(2078, 2078), (3509, 3509), (5100, 5100)]"
log_1656_1708943040.xes,,
log_1657_1708943043.xes,"sudden, sudden, sudden, sudden, sudden","[(777, 777), (1092, 1092), (1596, 1596), (2562, 2562), (4687, 4687)]"
log_1658_1708943051.xes,,
log_1659_1708943059.xes,sudden,"[(1987, 1987)]"
log_165_1708942784.xes,,
log_1660_1708943063.xes,,
log_1661_1708943066.xes,sudden,"[(2229, 2229)]"
log_1662_1708943074.xes,"sudden, sudden, sudden","[(2484, 2484), (3671, 3671), (4754, 4754)]"
log_1663_1708943081.xes,sudden,"[(3130, 3130)]"
log_1664_1708943088.xes,,
log_1665_1708943091.xes,sudden,"[(1603, 1603)]"
log_1666_1708943093.xes,sudden,"[(2067, 2067)]"
log_1667_1708943103.xes,"sudden, sudden, sudden","[(1249, 1249), (2286, 2286), (3876, 3876)]"
log_1668_1708943108.xes,,
log_1669_1708943115.xes,"sudden, sudden","[(2269, 2269), (4675, 4675)]"
log_166_1708942789.xes,,
log_1670_1708943132.xes,,
log_1671_1708943137.xes,,
log_1672_1708943143.xes,sudden,"[(197, 197)]"
log_1673_1708942932.xes,sudden,"[(3395, 3395)]"
log_1674_1708942935.xes,"gradual, sudden","[(284, 351), (1110, 1110)]"
log_1675_1708942940.xes,"gradual, sudden","[(490, 859), (2164, 2164)]"
log_1676_1708942941.xes,,
log_1677_1708942945.xes,,
log_1678_1708942954.xes,sudden,"[(2004, 2004)]"
log_1679_1708942956.xes,sudden,"[(1576, 1576)]"
log_167_1708942792.xes,,
log_1680_1708942961.xes,sudden,"[(1574, 1574)]"
log_1681_1708942964.xes,"sudden, sudden","[(1741, 1741), (3275, 3275)]"
log_1682_1708942973.xes,,
log_1683_1708942977.xes,,
log_1684_1708942988.xes,sudden,"[(1425, 1425)]"
log_1685_1708943003.xes,"sudden, sudden","[(1795, 1795), (3043, 3043)]"
log_1686_1708943013.xes,,
log_1687_1708943017.xes,sudden,"[(1104, 1104)]"
log_1688_1708943019.xes,sudden,"[(1318, 1318)]"
log_1689_1708943028.xes,"sudden, sudden","[(1604, 1604), (2997, 2997)]"
log_168_1708942794.xes,sudden,"[(1668, 1668)]"
log_1690_1708943033.xes,"sudden, sudden","[(1809, 1809), (3827, 3827)]"
log_1691_1708943040.xes,,
log_1692_1708943041.xes,,
log_1693_1708943045.xes,sudden,"[(2110, 2110)]"
log_1694_1708943048.xes,"sudden, sudden, sudden","[(1771, 1771), (3126, 3126), (3663, 3663)]"
log_1695_1708943052.xes,,
log_1696_1708943059.xes,sudden,"[(2235, 2235)]"
log_1697_1708943067.xes,"sudden, sudden, sudden","[(2892, 2892), (4718, 4718), (5966, 5966)]"
log_1698_1708943075.xes,sudden,"[(1771, 1771)]"
log_1699_1708943077.xes,sudden,"[(1921, 1921)]"
log_169_1708942798.xes,,
log_16_1708942793.xes,"sudden, sudden, sudden","[(1620, 1620), (3063, 3063), (5274, 5274)]"
log_1700_1708943084.xes,,
log_1701_1708943088.xes,sudden,"[(99, 99)]"
log_1702_1708943090.xes,,
log_1703_1708943093.xes,,
log_1704_1708943098.xes,sudden,"[(1509, 1509)]"
log_1705_1708943101.xes,sudden,"[(2691, 2691)]"
log_1706_1708943106.xes,sudden,"[(1448, 1448)]"
log_1707_1708943111.xes,,
log_1708_1708943114.xes,,
log_1709_1708943116.xes,"sudden, sudden, sudden","[(1808, 1808), (3888, 3888), (5528, 5528)]"
log_170_1708942798.xes,,
log_1710_1708943127.xes,gradual,"[(1908, 3454)]"
log_1711_1708942935.xes,"sudden, sudden","[(3648, 3648), (5051, 5051)]"
log_1712_1708942943.xes,,
log_1713_1708942948.xes,sudden,"[(3067, 3067)]"
log_1714_1708942952.xes,sudden,"[(1548, 1548)]"
log_1715_1708942955.xes,sudden,"[(2037, 2037)]"
log_1716_1708942964.xes,,
log_1717_1708942969.xes,,
log_1718_1708942969.xes,,
log_1719_1708942971.xes,"sudden, sudden","[(1619, 1619), (3687, 3687)]"
log_171_1708942800.xes,,
log_1720_1708942976.xes,"sudden, sudden, sudden","[(2376, 2376), (4335, 4335), (5694, 5694)]"
log_1721_1708942988.xes,"sudden, sudden","[(1605, 1605), (3070, 3070)]"
log_1722_1708942992.xes,sudden,"[(1834, 1834)]"
log_1723_1708942995.xes,sudden,"[(1479, 1479)]"
log_1724_1708943001.xes,,
log_1725_1708943005.xes,sudden,"[(1952, 1952)]"
log_1726_1708943024.xes,,
log_1727_1708943026.xes,,
log_1728_1708943028.xes,sudden,"[(1731, 1731)]"
log_1729_1708943030.xes,,
log_172_1708942804.xes,gradual,"[(120, 638)]"
log_1730_1708943033.xes,,
log_1731_1708943037.xes,"sudden, sudden","[(1680, 1680), (2661, 2661)]"
log_1732_1708943038.xes,sudden,"[(1712, 1712)]"
log_1733_1708943057.xes,,
log_1734_1708943059.xes,,
log_1735_1708943062.xes,,
log_1736_1708943063.xes,"sudden, sudden","[(1212, 1212), (3244, 3244)]"
log_1737_1708943070.xes,sudden,"[(1525, 1525)]"
log_1738_1708943073.xes,,
log_1739_1708943078.xes,sudden,"[(1922, 1922)]"
log_173_1708942805.xes,,
log_1740_1708943084.xes,"sudden, sudden, sudden","[(1236, 1236), (2873, 2873), (4794, 4794)]"
log_1741_1708943089.xes,sudden,"[(1428, 1428)]"
log_1742_1708943092.xes,,
log_1743_1708943095.xes,,
log_1744_1708943096.xes,sudden,"[(3682, 3682)]"
log_1745_1708943100.xes,,
log_1746_1708943103.xes,sudden,"[(1747, 1747)]"
log_1747_1708943106.xes,sudden,"[(1699, 1699)]"
log_1748_1708943109.xes,sudden,"[(1622, 1622)]"
log_1749_1708942937.xes,"sudden, sudden","[(1141, 1141), (2993, 2993)]"
log_174_1708942814.xes,"sudden, sudden, sudden","[(194, 194), (1682, 1682), (3323, 3323)]"
log_1750_1708942942.xes,sudden,"[(1810, 1810)]"
log_1751_1708942951.xes,,
log_1752_1708942954.xes,"sudden, sudden","[(1859, 1859), (4670, 4670)]"
log_1753_1708942958.xes,"gradual, sudden","[(218, 556), (2414, 2414)]"
log_1754_1708942960.xes,,
log_1755_1708942967.xes,gradual,"[(191, 855)]"
log_1756_1708942971.xes,,
log_1757_1708942976.xes,sudden,"[(1494, 1494)]"
log_1758_1708942982.xes,,
log_1759_1708942988.xes,sudden,"[(3174, 3174)]"
log_175_1708942819.xes,gradual,"[(226, 925)]"
log_1760_1708942993.xes,sudden,"[(1419, 1419)]"
log_1761_1708942995.xes,sudden,"[(1154, 1154)]"
log_1762_1708943008.xes,,
log_1763_1708943011.xes,"sudden, sudden, sudden","[(1320, 1320), (2700, 2700), (4103, 4103)]"
log_1764_1708943021.xes,,
log_1765_1708943035.xes,"sudden, sudden, sudden","[(1250, 1250), (2264, 2264), (3638, 3638)]"
log_1766_1708943048.xes,sudden,"[(3993, 3993)]"
log_1767_1708943052.xes,"sudden, sudden","[(2264, 2264), (4163, 4163)]"
log_1768_1708943058.xes,,
log_1769_1708943061.xes,"sudden, sudden","[(1334, 1334), (2814, 2814)]"
log_176_1708942829.xes,"sudden, sudden","[(1368, 1368), (3623, 3623)]"
log_1770_1708943065.xes,sudden,"[(1658, 1658)]"
log_1771_1708943071.xes,,
log_1772_1708943072.xes,,
log_1773_1708943074.xes,,
log_1774_1708943076.xes,,
log_1775_1708943081.xes,,
log_1776_1708943094.xes,"gradual, sudden, sudden, sudden","[(1796, 2238), (3097, 3097), (4536, 4536), (5081, 5081)]"
log_1777_1708943097.xes,"sudden, sudden, sudden","[(1781, 1781), (3305, 3305), (5348, 5348)]"
log_1778_1708943100.xes,,
log_1779_1708943105.xes,sudden,"[(2398, 2398)]"
log_177_1708942834.xes,,
log_1780_1708943109.xes,sudden,"[(4050, 4050)]"
log_1781_1708943112.xes,sudden,"[(148, 148)]"
log_1782_1708943116.xes,sudden,"[(2794, 2794)]"
log_1783_1708943128.xes,,
log_1784_1708943130.xes,,
log_1785_1708943136.xes,,
log_1786_1708943140.xes,,
log_1787_1708942940.xes,sudden,"[(4254, 4254)]"
log_1788_1708942943.xes,,
log_1789_1708942945.xes,"sudden, sudden","[(1145, 1145), (2342, 2342)]"
log_178_1708942834.xes,,
log_1790_1708942953.xes,,
log_1791_1708942956.xes,,
log_1792_1708942967.xes,sudden,"[(1281, 1281)]"
log_1793_1708942969.xes,"sudden, sudden, sudden","[(1787, 1787), (3404, 3404), (4888, 4888)]"
log_1794_1708942976.xes,,
log_1795_1708942980.xes,"sudden, sudden, sudden","[(1858, 1858), (2942, 2942), (4980, 4980)]"
log_1796_1708942985.xes,sudden,"[(1960, 1960)]"
log_1797_1708942990.xes,,
log_1798_1708942994.xes,sudden,"[(1116, 1116)]"
log_1799_1708942996.xes,,
log_179_1708942835.xes,,
log_17_1708942798.xes,sudden,"[(1913, 1913)]"
log_1800_1708942997.xes,"sudden, sudden, sudden","[(1156, 1156), (2355, 2355), (4908, 4908)]"
log_1801_1708943007.xes,"sudden, sudden","[(1053, 1053), (2785, 2785)]"
log_1802_1708943020.xes,"sudden, sudden, sudden, sudden, gradual, sudden, sudden","[(457, 457), (1821, 1821), (2737, 2737), (3508, 3508), (3947, 4125), (4651, 4651), (5387, 5387)]"
log_1803_1708943024.xes,,
log_1804_1708943025.xes,sudden,"[(2028, 2028)]"
log_1805_1708943028.xes,sudden,"[(2300, 2300)]"
log_1806_1708943031.xes,,
log_1807_1708943032.xes,sudden,"[(3246, 3246)]"
log_1808_1708943040.xes,,
log_1809_1708943051.xes,"sudden, sudden, sudden, sudden","[(1598, 1598), (3364, 3364), (3979, 3979), (5711, 5711)]"
log_180_1708942843.xes,,
log_1810_1708943058.xes,,
log_1811_1708943060.xes,,
log_1812_1708943064.xes,sudden,"[(1173, 1173)]"
log_1813_1708943067.xes,sudden,"[(1092, 1092)]"
log_1814_1708943071.xes,sudden,"[(1245, 1245)]"
log_1815_1708943075.xes,,
log_1816_1708943079.xes,,
log_1817_1708943081.xes,,
log_1818_1708943085.xes,,
log_1819_1708943088.xes,,
log_181_1708942853.xes,gradual,"[(134, 3949)]"
log_1820_1708943090.xes,,
log_1821_1708943092.xes,"sudden, sudden","[(1291, 1291), (2778, 2778)]"
log_1822_1708943095.xes,,
log_1823_1708943097.xes,"sudden, sudden","[(1544, 1544), (1774, 1774)]"
log_1824_1708943100.xes,,
log_1825_1708942949.xes,,
log_1826_1708942953.xes,"sudden, sudden","[(1127, 1127), (1238, 1238)]"
log_1827_1708942955.xes,"sudden, sudden","[(2084, 2084), (3539, 3539)]"
log_1828_1708942960.xes,"sudden, sudden","[(1933, 1933), (3146, 3146)]"
log_1829_1708942967.xes,sudden,"[(1935, 1935)]"
log_182_1708942855.xes,,
log_1830_1708942974.xes,sudden,"[(2320, 2320)]"
log_1831_1708942980.xes,sudden,"[(3593, 3593)]"
log_1832_1708942983.xes,,
log_1833_1708942988.xes,,
log_1834_1708942990.xes,sudden,"[(1077, 1077)]"
log_1835_1708942992.xes,,
log_1836_1708942998.xes,"sudden, sudden","[(1820, 1820), (3262, 3262)]"
log_1837_1708943014.xes,,
log_1838_1708943028.xes,,
log_1839_1708943030.xes,"sudden, sudden","[(187, 187), (1615, 1615)]"
log_183_1708942860.xes,,
log_1840_1708943034.xes,sudden,"[(1361, 1361)]"
log_1841_1708943039.xes,sudden,"[(1481, 1481)]"
log_1842_1708943042.xes,sudden,"[(1662, 1662)]"
log_1843_1708943044.xes,,
log_1844_1708943050.xes,,
log_1845_1708943051.xes,,
log_1846_1708943054.xes,sudden,"[(1656, 1656)]"
log_1847_1708943056.xes,sudden,"[(2585, 2585)]"
log_1848_1708943060.xes,sudden,"[(5319, 5319)]"
log_1849_1708943070.xes,sudden,"[(1898, 1898)]"
log_184_1708942866.xes,"sudden, sudden","[(1195, 1195), (2388, 2388)]"
log_1850_1708943074.xes,,
log_1851_1708943078.xes,,
log_1852_1708943084.xes,,
log_1853_1708943086.xes,sudden,"[(3178, 3178)]"
log_1854_1708943091.xes,,
log_1855_1708943097.xes,"sudden, sudden, sudden","[(1300, 1300), (3084, 3084), (4780, 4780)]"
log_1856_1708943103.xes,,
log_1857_1708943109.xes,sudden,"[(1409, 1409)]"
log_1858_1708943111.xes,,
log_1859_1708943112.xes,"sudden, sudden, sudden","[(1533, 1533), (2913, 2913), (3923, 3923)]"
log_185_1708942873.xes,sudden,"[(1604, 1604)]"
log_1860_1708943117.xes,,
log_1861_1708943124.xes,,
log_1862_1708943127.xes,sudden,"[(3315, 3315)]"
log_1863_1708942960.xes,,
log_1864_1708942963.xes,,
log_1865_1708942965.xes,sudden,"[(294, 294)]"
log_1866_1708942968.xes,sudden,"[(2021, 2021)]"
log_1867_1708942972.xes,,
log_1868_1708942977.xes,"sudden, sudden","[(3633, 3633), (4839, 4839)]"
log_1869_1708942981.xes,"sudden, sudden","[(1553, 1553), (3277, 3277)]"
log_186_1708942875.xes,,
log_1870_1708942985.xes,,
log_1871_1708942989.xes,,
log_1872_1708942993.xes,sudden,"[(3471, 3471)]"
log_1873_1708942997.xes,"sudden, sudden","[(1723, 1723), (2564, 2564)]"
log_1874_1708943004.xes,,
log_1875_1708943008.xes,sudden,"[(4303, 4303)]"
log_1876_1708943017.xes,,
log_1877_1708943019.xes,sudden,"[(2194, 2194)]"
log_1878_1708943028.xes,,
log_1879_1708943031.xes,,
log_187_1708942878.xes,sudden,"[(1721, 1721)]"
log_1880_1708943032.xes,,
log_1881_1708943036.xes,sudden,"[(3714, 3714)]"
log_1882_1708943039.xes,sudden,"[(1767, 1767)]"
log_1883_1708943041.xes,,
log_1884_1708943043.xes,sudden,"[(1455, 1455)]"
log_1885_1708943046.xes,,
log_1886_1708943050.xes,,
log_1887_1708943053.xes,sudden,"[(2271, 2271)]"
log_1888_1708943063.xes,sudden,"[(1699, 1699)]"
log_1889_1708943066.xes,gradual,"[(130, 555)]"
log_188_1708942883.xes,"sudden, sudden","[(1746, 1746), (3743, 3743)]"
log_1890_1708943096.xes,"sudden, sudden","[(1218, 1218), (3076, 3076)]"
log_1891_1708943098.xes,"sudden, sudden","[(1824, 1824), (2841, 2841)]"
log_1892_1708943102.xes,sudden,"[(1516, 1516)]"
log_1893_1708943108.xes,sudden,"[(1329, 1329)]"
log_1894_1708943110.xes,,
log_1895_1708943113.xes,,
log_1896_1708943116.xes,,
log_1897_1708943120.xes,sudden,"[(2126, 2126)]"
log_1898_1708943122.xes,"sudden, sudden","[(1512, 1512), (3117, 3117)]"
log_1899_1708943131.xes,sudden,"[(1560, 1560)]"
log_189_1708942886.xes,"sudden, sudden","[(2326, 2326), (4097, 4097)]"
log_18_1708942807.xes,sudden,"[(4405, 4405)]"
log_1900_1708943134.xes,sudden,"[(1441, 1441)]"
log_1901_1708943058.xes,sudden,"[(995, 995)]"
log_1902_1708943063.xes,,
log_1903_1708943068.xes,sudden,"[(2989, 2989)]"
log_1904_1708943072.xes,"sudden, sudden, sudden","[(1159, 1159), (2632, 2632), (3122, 3122)]"
log_1905_1708943075.xes,,
log_1906_1708943078.xes,,
log_1907_1708943081.xes,,
log_1908_1708943083.xes,,
log_1909_1708943086.xes,"sudden, sudden, sudden","[(1388, 1388), (2690, 2690), (4299, 4299)]"
log_190_1708942891.xes,,
log_1910_1708943091.xes,,
log_1911_1708943094.xes,,
log_1912_1708943099.xes,"sudden, sudden","[(1564, 1564), (2431, 2431)]"
log_1913_1708943101.xes,,
log_1914_1708943103.xes,sudden,"[(1753, 1753)]"
log_1915_1708943109.xes,,
log_1916_1708943111.xes,"sudden, sudden, sudden","[(1702, 1702), (3166, 3166), (5511, 5511)]"
log_1917_1708943122.xes,sudden,"[(1996, 1996)]"
log_1918_1708943125.xes,,
log_1919_1708943127.xes,,
log_191_1708942732.xes,,
log_1920_1708943135.xes,"sudden, sudden","[(1496, 1496), (3450, 3450)]"
log_1921_1708943138.xes,,
log_1922_1708943143.xes,,
log_1923_1708943149.xes,,
log_1924_1708943155.xes,,
log_1925_1708943160.xes,sudden,"[(1484, 1484)]"
