,log_name,noise_level,complexity,drift_pattern,n_drifts,n_change_points,n_sudden,n_gradual,drift_type,actual_cp,detected_cp,log_size,lag,lag_indices,TP,FP,FN_TP
2441,log_1550_1708943073.xes,0.0,na,[],0,0,0,0,sudden,[],[],1527,0.01,15,0,0,0
2442,log_1550_1708943073.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1527,0.01,15,0,0,0
2443,log_1550_1708943073.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1527,0.01,15,0,0,0
2444,log_1551_1708943075.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,no_drift,[],[],6233,0.01,62,0,0,0
2445,log_1551_1708943075.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,sudden,[5213],"[3576, 5227]",6233,0.01,62,1,1,1
2446,log_1551_1708943075.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_start,"[1876, 3461]",[],6233,0.01,62,0,0,2
2447,log_1551_1708943075.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_end,"[2397, 3917]",[],6233,0.01,62,0,0,2
2448,log_1552_1708943077.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1839,0.01,18,1,0,1
2449,log_1552_1708943077.xes,0.0,na,[],0,0,0,0,sudden,[],[],1839,0.01,18,0,0,0
2450,log_1552_1708943077.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1839,0.01,18,0,0,0
2451,log_1552_1708943077.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1839,0.01,18,0,0,0
2452,log_1553_1708943080.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],3666,0.01,36,0,0,0
2453,log_1553_1708943080.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1936],[1966],3666,0.01,36,1,0,1
2454,log_1553_1708943080.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],3666,0.01,36,0,0,0
2455,log_1553_1708943080.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],3666,0.01,36,0,0,0
2456,log_1554_1708943081.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],3906,0.01,39,1,0,1
2457,log_1554_1708943081.xes,0.6,na,[],0,0,0,0,sudden,[],[],3906,0.01,39,0,0,0
2458,log_1554_1708943081.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],3906,0.01,39,0,0,0
2459,log_1554_1708943081.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],3906,0.01,39,0,0,0
2460,log_1555_1708943084.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4371,0.01,43,0,0,0
2461,log_1555_1708943084.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1133, 2744]","[1154, 2728]",4371,0.01,43,2,0,2
2462,log_1555_1708943084.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4371,0.01,43,0,0,0
2463,log_1555_1708943084.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4371,0.01,43,0,0,0
2464,log_1556_1708943086.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3188,0.01,31,0,0,0
2465,log_1556_1708943086.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1555],[1563],3188,0.01,31,1,0,1
2466,log_1556_1708943086.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[379],3188,0.01,31,0,1,0
2467,log_1556_1708943086.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[561],3188,0.01,31,0,1,0
2468,log_1557_1708943087.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6221,0.01,62,0,0,0
2469,log_1557_1708943087.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3199, 4457]","[1741, 3217, 4475]",6221,0.01,62,2,1,2
2470,log_1557_1708943087.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1555],[],6221,0.01,62,0,0,1
2471,log_1557_1708943087.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[2024],[],6221,0.01,62,0,0,1
2472,log_1558_1708943092.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5000,0.01,50,0,0,0
2473,log_1558_1708943092.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3648],[1750],5000,0.01,50,0,1,1
2474,log_1558_1708943092.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1550],[],5000,0.01,50,0,0,1
2475,log_1558_1708943092.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1914],[],5000,0.01,50,0,0,1
2476,log_1559_1708942926.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,no_drift,[],[0],7217,0.01,72,0,1,0
2477,log_1559_1708942926.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,sudden,[1832],[],7217,0.01,72,0,0,1
2478,log_1559_1708942926.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_start,"[3035, 5407]",[],7217,0.01,72,0,0,2
2479,log_1559_1708942926.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_end,"[3443, 5974]",[],7217,0.01,72,0,0,2
2480,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,no_drift,[],[],7600,0.01,76,0,0,0
2481,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,sudden,[5860],"[1491, 2024, 3875, 5826]",7600,0.01,76,1,3,1
2482,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_start,"[2001, 3872]",[],7600,0.01,76,0,0,2
2483,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_end,"[2353, 4236]",[],7600,0.01,76,0,0,2
2484,log_1560_1708942932.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6707,0.01,67,0,0,0
2485,log_1560_1708942932.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3573, 5081]",[1773],6707,0.01,67,0,1,2
2486,log_1560_1708942932.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1205],[],6707,0.01,67,0,0,1
2487,log_1560_1708942932.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1798],[],6707,0.01,67,0,0,1
2488,log_1561_1708942941.xes,0.3,na,[],0,0,0,0,no_drift,[0],[0],6492,0.01,64,1,0,1
2489,log_1561_1708942941.xes,0.3,na,[],0,0,0,0,sudden,[],[],6492,0.01,64,0,0,0
2490,log_1561_1708942941.xes,0.3,na,[],0,0,0,0,gradual_start,[],[],6492,0.01,64,0,0,0
2491,log_1561_1708942941.xes,0.3,na,[],0,0,0,0,gradual_end,[],[],6492,0.01,64,0,0,0
2492,log_1562_1708942946.xes,0.3,na,[],0,0,0,0,no_drift,[0],[0],1956,0.01,19,1,0,1
2493,log_1562_1708942946.xes,0.3,na,[],0,0,0,0,sudden,[],[],1956,0.01,19,0,0,0
2494,log_1562_1708942946.xes,0.3,na,[],0,0,0,0,gradual_start,[],[],1956,0.01,19,0,0,0
2495,log_1562_1708942946.xes,0.3,na,[],0,0,0,0,gradual_end,[],[],1956,0.01,19,0,0,0
2496,log_1563_1708942947.xes,0.3,na,[],0,0,0,0,no_drift,[0],[0],3003,0.01,30,1,0,1
2497,log_1563_1708942947.xes,0.3,na,[],0,0,0,0,sudden,[],[],3003,0.01,30,0,0,0
2498,log_1563_1708942947.xes,0.3,na,[],0,0,0,0,gradual_start,[],[],3003,0.01,30,0,0,0
2499,log_1563_1708942947.xes,0.3,na,[],0,0,0,0,gradual_end,[],[],3003,0.01,30,0,0,0
2500,log_1564_1708942949.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5596,0.01,55,0,0,0
2501,log_1564_1708942949.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3625],[1409],5596,0.01,55,0,1,1
2502,log_1564_1708942949.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1324],[],5596,0.01,55,0,0,1
2503,log_1564_1708942949.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1687],[],5596,0.01,55,0,0,1
2504,log_1565_1708942954.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,no_drift,[],[0],6617,0.01,66,0,1,0
2505,log_1565_1708942954.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,sudden,[3294],[],6617,0.01,66,0,0,1
2506,log_1565_1708942954.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_start,"[1563, 4608]",[],6617,0.01,66,0,0,2
2507,log_1565_1708942954.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_end,"[2154, 5069]",[],6617,0.01,66,0,0,2
2508,log_1566_1708942964.xes,0.3,na,['gradual'],1,2,0,1,no_drift,[],[0],3595,0.01,35,0,1,0
2509,log_1566_1708942964.xes,0.3,na,['gradual'],1,2,0,1,sudden,[],[],3595,0.01,35,0,0,0
2510,log_1566_1708942964.xes,0.3,na,['gradual'],1,2,0,1,gradual_start,[1135],[],3595,0.01,35,0,0,1
2511,log_1566_1708942964.xes,0.3,na,['gradual'],1,2,0,1,gradual_end,[1710],[],3595,0.01,35,0,0,1
2512,log_1567_1708942969.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4843,0.01,48,0,0,0
2513,log_1567_1708942969.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1883, 3215]","[1942, 3235]",4843,0.01,48,1,1,2
2514,log_1567_1708942969.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4843,0.01,48,0,0,0
2515,log_1567_1708942969.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4843,0.01,48,0,0,0
2516,log_1568_1708942972.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[0],3977,0.01,39,0,1,0
2517,log_1568_1708942972.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1153, 2195]",[],3977,0.01,39,0,0,2
2518,log_1568_1708942972.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],3977,0.01,39,0,0,0
2519,log_1568_1708942972.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],3977,0.01,39,0,0,0
2520,log_1569_1708942977.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],5891,0.01,58,0,0,0
2521,log_1569_1708942977.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3348, 4696]","[1968, 3344]",5891,0.01,58,1,1,2
2522,log_1569_1708942977.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1935],[],5891,0.01,58,0,0,1
2523,log_1569_1708942977.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[2322],[],5891,0.01,58,0,0,1
2524,log_156_1708942744.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5598,0.01,55,0,0,0
2525,log_156_1708942744.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3772],"[2013, 3771]",5598,0.01,55,1,1,1
2526,log_156_1708942744.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1978],[],5598,0.01,55,0,0,1
2527,log_156_1708942744.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[2415],[],5598,0.01,55,0,0,1
2528,log_1570_1708942982.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4161,0.01,41,0,0,0
2529,log_1570_1708942982.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1087, 2418]","[1117, 2433]",4161,0.01,41,2,0,2
2530,log_1570_1708942982.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4161,0.01,41,0,0,0
2531,log_1570_1708942982.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4161,0.01,41,0,0,0
2532,log_1571_1708942987.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6127,0.01,61,0,0,0
2533,log_1571_1708942987.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3209, 4811]",[],6127,0.01,61,0,0,2
2534,log_1571_1708942987.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1222],[3499],6127,0.01,61,0,1,1
2535,log_1571_1708942987.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1715],[4608],6127,0.01,61,0,1,1
2536,log_1572_1708942993.xes,0.6,na,['gradual'],1,2,0,1,no_drift,[],[0],3595,0.01,35,0,1,0
2537,log_1572_1708942993.xes,0.6,na,['gradual'],1,2,0,1,sudden,[],[],3595,0.01,35,0,0,0
2538,log_1572_1708942993.xes,0.6,na,['gradual'],1,2,0,1,gradual_start,[1459],[],3595,0.01,35,0,0,1
2539,log_1572_1708942993.xes,0.6,na,['gradual'],1,2,0,1,gradual_end,[1962],[],3595,0.01,35,0,0,1
2540,log_1573_1708942996.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,no_drift,[],[],6130,0.01,61,0,0,0
2541,log_1573_1708942996.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,sudden,"[1290, 2338]","[1275, 2324, 3675]",6130,0.01,61,2,1,2
2542,log_1573_1708942996.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,gradual_start,[3687],[],6130,0.01,61,0,0,1
2543,log_1573_1708942996.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,gradual_end,[4156],[],6130,0.01,61,0,0,1
2544,log_1574_1708943001.xes,0.6,na,['sudden'],1,1,1,0,no_drift,[],[],3219,0.01,32,0,0,0
2545,log_1574_1708943001.xes,0.6,na,['sudden'],1,1,1,0,sudden,[1530],[1571],3219,0.01,32,0,1,1
2546,log_1574_1708943001.xes,0.6,na,['sudden'],1,1,1,0,gradual_start,[],[],3219,0.01,32,0,0,0
2547,log_1574_1708943001.xes,0.6,na,['sudden'],1,1,1,0,gradual_end,[],[],3219,0.01,32,0,0,0
2548,log_1575_1708943004.xes,0.6,na,['sudden'],1,1,1,0,no_drift,[],[0],2698,0.01,26,0,1,0
2549,log_1575_1708943004.xes,0.6,na,['sudden'],1,1,1,0,sudden,[1281],[],2698,0.01,26,0,0,1
2550,log_1575_1708943004.xes,0.6,na,['sudden'],1,1,1,0,gradual_start,[],[],2698,0.01,26,0,0,0
2551,log_1575_1708943004.xes,0.6,na,['sudden'],1,1,1,0,gradual_end,[],[],2698,0.01,26,0,0,0
2552,log_1576_1708943006.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,no_drift,[],[],6714,0.01,67,0,0,0
2553,log_1576_1708943006.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,sudden,"[1451, 4930]",[1455],6714,0.01,67,1,0,2
2554,log_1576_1708943006.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_start,[3153],[],6714,0.01,67,0,0,1
2555,log_1576_1708943006.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_end,[3550],[],6714,0.01,67,0,0,1
2556,log_1577_1708943012.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],7960,0.01,79,1,0,1
2557,log_1577_1708943012.xes,0.6,na,[],0,0,0,0,sudden,[],[],7960,0.01,79,0,0,0
2558,log_1577_1708943012.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],7960,0.01,79,0,0,0
2559,log_1577_1708943012.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],7960,0.01,79,0,0,0
2560,log_1578_1708943020.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4700,0.01,47,1,0,1
2561,log_1578_1708943020.xes,0.0,na,[],0,0,0,0,sudden,[],[],4700,0.01,47,0,0,0
2562,log_1578_1708943020.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4700,0.01,47,0,0,0
2563,log_1578_1708943020.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4700,0.01,47,0,0,0
2564,log_1579_1708943030.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,no_drift,[],[],7904,0.01,79,0,0,0
2565,log_1579_1708943030.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,sudden,[3921],[],7904,0.01,79,0,0,1
2566,log_1579_1708943030.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_start,"[1789, 5608]",[470],7904,0.01,79,0,1,2
2567,log_1579_1708943030.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_end,"[2333, 6014]",[1119],7904,0.01,79,0,1,2
2568,log_157_1708942747.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4349,0.01,43,0,0,0
2569,log_157_1708942747.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1017, 2766]",[1523],4349,0.01,43,0,1,2
2570,log_157_1708942747.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4349,0.01,43,0,0,0
2571,log_157_1708942747.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4349,0.01,43,0,0,0
2572,log_1580_1708943056.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],5632,0.01,56,1,0,1
2573,log_1580_1708943056.xes,0.0,na,[],0,0,0,0,sudden,[],[],5632,0.01,56,0,0,0
2574,log_1580_1708943056.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],5632,0.01,56,0,0,0
2575,log_1580_1708943056.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],5632,0.01,56,0,0,0
2576,log_1581_1708943067.xes,0.0,na,['gradual'],1,2,0,1,no_drift,[],[],3126,0.01,31,0,0,0
2577,log_1581_1708943067.xes,0.0,na,['gradual'],1,2,0,1,sudden,[],[1427],3126,0.01,31,0,1,0
2578,log_1581_1708943067.xes,0.0,na,['gradual'],1,2,0,1,gradual_start,[1141],[],3126,0.01,31,0,0,1
2579,log_1581_1708943067.xes,0.0,na,['gradual'],1,2,0,1,gradual_end,[1722],[],3126,0.01,31,0,0,1
2580,log_1582_1708943069.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5100,0.01,51,0,0,0
2581,log_1582_1708943069.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3726],"[2067, 3786]",5100,0.01,51,0,2,1
2582,log_1582_1708943069.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1823],[],5100,0.01,51,0,0,1
2583,log_1582_1708943069.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[2183],[],5100,0.01,51,0,0,1
2584,log_1583_1708943078.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],2254,0.01,22,0,0,0
2585,log_1583_1708943078.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1199],[1188],2254,0.01,22,1,0,1
2586,log_1583_1708943078.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],2254,0.01,22,0,0,0
2587,log_1583_1708943078.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],2254,0.01,22,0,0,0
2588,log_1584_1708943080.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],7832,0.01,78,1,0,1
2589,log_1584_1708943080.xes,0.6,na,[],0,0,0,0,sudden,[],[],7832,0.01,78,0,0,0
2590,log_1584_1708943080.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],7832,0.01,78,0,0,0
2591,log_1584_1708943080.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],7832,0.01,78,0,0,0
2592,log_1585_1708943087.xes,0.3,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,no_drift,[],[],7359,0.01,73,0,0,0
2593,log_1585_1708943087.xes,0.3,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,sudden,[3812],"[1703, 3824, 5801]",7359,0.01,73,1,2,1
2594,log_1585_1708943087.xes,0.3,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_start,"[1403, 5742]",[],7359,0.01,73,0,0,2
2595,log_1585_1708943087.xes,0.3,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_end,"[1872, 6249]",[],7359,0.01,73,0,0,2
2596,log_1586_1708943098.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],3285,0.01,32,1,0,1
2597,log_1586_1708943098.xes,0.0,na,[],0,0,0,0,sudden,[],[],3285,0.01,32,0,0,0
2598,log_1586_1708943098.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],3285,0.01,32,0,0,0
2599,log_1586_1708943098.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],3285,0.01,32,0,0,0
2600,log_1587_1708943107.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4306,0.01,43,0,0,0
2601,log_1587_1708943107.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1227, 2406]",[1283],4306,0.01,43,0,1,2
2602,log_1587_1708943107.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4306,0.01,43,0,0,0
2603,log_1587_1708943107.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4306,0.01,43,0,0,0
2604,log_1588_1708943111.xes,0.0,na,[],0,0,0,0,no_drift,[0],[],7492,0.01,74,0,0,1
2605,log_1588_1708943111.xes,0.0,na,[],0,0,0,0,sudden,[],[],7492,0.01,74,0,0,0
2606,log_1588_1708943111.xes,0.0,na,[],0,0,0,0,gradual_start,[],[1081],7492,0.01,74,0,1,0
2607,log_1588_1708943111.xes,0.0,na,[],0,0,0,0,gradual_end,[],[5413],7492,0.01,74,0,1,0
2608,log_1589_1708943115.xes,0.6,na,['sudden'],1,1,1,0,no_drift,[],[],3339,0.01,33,0,0,0
2609,log_1589_1708943115.xes,0.6,na,['sudden'],1,1,1,0,sudden,[1492],[1672],3339,0.01,33,0,1,1
2610,log_1589_1708943115.xes,0.6,na,['sudden'],1,1,1,0,gradual_start,[],[],3339,0.01,33,0,0,0
2611,log_1589_1708943115.xes,0.6,na,['sudden'],1,1,1,0,gradual_end,[],[],3339,0.01,33,0,0,0
2612,log_158_1708942755.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3516,0.01,35,0,0,0
2613,log_158_1708942755.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1820],[1908],3516,0.01,35,0,1,1
2614,log_158_1708942755.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3516,0.01,35,0,0,0
2615,log_158_1708942755.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3516,0.01,35,0,0,0
2616,log_1590_1708943119.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4080,0.01,40,1,0,1
2617,log_1590_1708943119.xes,0.0,na,[],0,0,0,0,sudden,[],[],4080,0.01,40,0,0,0
2618,log_1590_1708943119.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4080,0.01,40,0,0,0
2619,log_1590_1708943119.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4080,0.01,40,0,0,0
2620,log_1591_1708943121.xes,0.0,na,[],0,0,0,0,no_drift,[0],[],6024,0.01,60,0,0,1
2621,log_1591_1708943121.xes,0.0,na,[],0,0,0,0,sudden,[],[1318],6024,0.01,60,0,1,0
2622,log_1591_1708943121.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],6024,0.01,60,0,0,0
2623,log_1591_1708943121.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],6024,0.01,60,0,0,0
2624,log_1592_1708943123.xes,0.0,na,['gradual'],1,2,0,1,no_drift,[],[],3494,0.01,34,0,0,0
2625,log_1592_1708943123.xes,0.0,na,['gradual'],1,2,0,1,sudden,[],[2117],3494,0.01,34,0,1,0
2626,log_1592_1708943123.xes,0.0,na,['gradual'],1,2,0,1,gradual_start,[1939],[],3494,0.01,34,0,0,1
2627,log_1592_1708943123.xes,0.0,na,['gradual'],1,2,0,1,gradual_end,[2391],[],3494,0.01,34,0,0,1
2628,log_1593_1708943129.xes,0.0,na,[],0,0,0,0,no_drift,[0],[],6580,0.01,65,0,0,1
2629,log_1593_1708943129.xes,0.0,na,[],0,0,0,0,sudden,[],[264],6580,0.01,65,0,1,0
2630,log_1593_1708943129.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],6580,0.01,65,0,0,0
2631,log_1593_1708943129.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],6580,0.01,65,0,0,0
2632,log_1594_1708943133.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],6704,0.01,67,1,0,1
2633,log_1594_1708943133.xes,0.0,na,[],0,0,0,0,sudden,[],[],6704,0.01,67,0,0,0
2634,log_1594_1708943133.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],6704,0.01,67,0,0,0
2635,log_1594_1708943133.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],6704,0.01,67,0,0,0
2636,log_1595_1708943139.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],2929,0.01,29,0,0,0
2637,log_1595_1708943139.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1011],[1057],2929,0.01,29,0,1,1
2638,log_1595_1708943139.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],2929,0.01,29,0,0,0
2639,log_1595_1708943139.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],2929,0.01,29,0,0,0
2640,log_1596_1708943143.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,no_drift,[],[],6251,0.01,62,0,0,0
2641,log_1596_1708943143.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,sudden,[3122],"[1537, 3120, 4454]",6251,0.01,62,1,2,1
2642,log_1596_1708943143.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_start,"[1427, 4446]",[5675],6251,0.01,62,0,1,2
2643,log_1596_1708943143.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_end,"[1946, 4758]",[5996],6251,0.01,62,0,1,2
2644,log_1597_1708942929.xes,0.3,na,[],0,0,0,0,no_drift,[0],[0],4968,0.01,49,1,0,1
2645,log_1597_1708942929.xes,0.3,na,[],0,0,0,0,sudden,[],[],4968,0.01,49,0,0,0
2646,log_1597_1708942929.xes,0.3,na,[],0,0,0,0,gradual_start,[],[],4968,0.01,49,0,0,0
2647,log_1597_1708942929.xes,0.3,na,[],0,0,0,0,gradual_end,[],[],4968,0.01,49,0,0,0
2648,log_1598_1708942936.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],5626,0.01,56,0,0,0
2649,log_1598_1708942936.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],"[2048, 3952]",5626,0.01,56,0,2,0
2650,log_1598_1708942936.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1837, 3912]",[],5626,0.01,56,0,0,2
