,log_name,noise_level,complexity,drift_pattern,n_drifts,n_change_points,n_sudden,n_gradual,drift_type,actual_cp,detected_cp,log_size,lag,lag_indices,TP,FP,FN_TP
922,log_313_1708942773.xes,0.3,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_start,"[1608, 3808, 6065]","[3814, 6028, 1600]",8380,0.15,1257,3,0,3
923,log_313_1708942773.xes,0.3,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_end,"[2076, 4248, 6561]","[4265, 6561, 2010]",8380,0.15,1257,3,0,3
924,log_84_1708942776.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3011,0.15,451,0,0,0
925,log_84_1708942776.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1456],[1456],3011,0.15,451,1,0,1
926,log_84_1708942776.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3011,0.15,451,0,0,0
927,log_84_1708942776.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3011,0.15,451,0,0,0
928,log_545_1708942769.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,no_drift,[],[],7218,0.15,1082,0,0,0
929,log_545_1708942769.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,sudden,[],[],7218,0.15,1082,0,0,0
930,log_545_1708942769.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_start,"[1455, 3126, 5296]",[1405],7218,0.15,1082,1,0,3
931,log_545_1708942769.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_end,"[1760, 3525, 5834]",[1765],7218,0.15,1082,1,0,3
932,log_887_1708942774.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],5354,0.15,803,0,0,0
933,log_887_1708942774.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],5354,0.15,803,0,0,0
934,log_887_1708942774.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1297, 3242]",[1301],5354,0.15,803,1,0,2
935,log_887_1708942774.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1893, 3671]",[1873],5354,0.15,803,1,0,2
936,log_691_1708942767.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],5837,0.15,875,0,0,0
937,log_691_1708942767.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3187, 4539]","[3162, 4525]",5837,0.15,875,2,0,2
938,log_691_1708942767.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1413],[],5837,0.15,875,0,0,1
939,log_691_1708942767.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1892],[],5837,0.15,875,0,0,1
940,log_390_1708942776.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1341,0.15,201,1,0,1
941,log_390_1708942776.xes,0.0,na,[],0,0,0,0,sudden,[],[],1341,0.15,201,0,0,0
942,log_390_1708942776.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1341,0.15,201,0,0,0
943,log_390_1708942776.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1341,0.15,201,0,0,0
944,log_927_1708942777.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,no_drift,[],[0],5796,0.15,869,0,1,0
945,log_927_1708942777.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,sudden,"[1861, 3351, 4665]",[],5796,0.15,869,0,0,3
946,log_927_1708942777.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,gradual_start,[],[],5796,0.15,869,0,0,0
947,log_927_1708942777.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,gradual_end,[],[],5796,0.15,869,0,0,0
948,log_505_1708942777.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],4760,0.15,714,0,0,0
949,log_505_1708942777.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3379],[3359],4760,0.15,714,1,0,1
950,log_505_1708942777.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1199],[1220],4760,0.15,714,1,0,1
951,log_505_1708942777.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1776],[1772],4760,0.15,714,1,0,1
952,log_85_1708942778.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1672,0.15,250,1,0,1
953,log_85_1708942778.xes,0.0,na,[],0,0,0,0,sudden,[],[],1672,0.15,250,0,0,0
954,log_85_1708942778.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1672,0.15,250,0,0,0
955,log_85_1708942778.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1672,0.15,250,0,0,0
956,log_47_1708942777.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4136,0.15,620,1,0,1
957,log_47_1708942777.xes,0.0,na,[],0,0,0,0,sudden,[],[],4136,0.15,620,0,0,0
958,log_47_1708942777.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4136,0.15,620,0,0,0
959,log_47_1708942777.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4136,0.15,620,0,0,0
960,log_579_1708942776.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6612,0.15,991,0,0,0
961,log_579_1708942776.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3168, 4649]","[4621, 3136]",6612,0.15,991,2,0,2
962,log_579_1708942776.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1439],[],6612,0.15,991,0,0,1
963,log_579_1708942776.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1931],[],6612,0.15,991,0,0,1
964,log_198_1708942774.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[0],3227,0.15,484,0,1,0
965,log_198_1708942774.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1287],[],3227,0.15,484,0,0,1
966,log_198_1708942774.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3227,0.15,484,0,0,0
967,log_198_1708942774.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3227,0.15,484,0,0,0
968,log_430_1708942780.xes,0.3,na,[],0,0,0,0,no_drift,[0],[0],1117,0.15,167,1,0,1
969,log_430_1708942780.xes,0.3,na,[],0,0,0,0,sudden,[],[],1117,0.15,167,0,0,0
970,log_430_1708942780.xes,0.3,na,[],0,0,0,0,gradual_start,[],[],1117,0.15,167,0,0,0
971,log_430_1708942780.xes,0.3,na,[],0,0,0,0,gradual_end,[],[],1117,0.15,167,0,0,0
972,log_199_1708942779.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3250,0.15,487,0,0,0
973,log_199_1708942779.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1721],[1697],3250,0.15,487,1,0,1
974,log_199_1708942779.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3250,0.15,487,0,0,0
975,log_199_1708942779.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3250,0.15,487,0,0,0
976,log_888_1708942777.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[0],5026,0.15,753,0,1,0
977,log_888_1708942777.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1763, 3748]",[],5026,0.15,753,0,0,2
978,log_888_1708942777.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],5026,0.15,753,0,0,0
979,log_888_1708942777.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],5026,0.15,753,0,0,0
980,log_429_1708942772.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,no_drift,[],[],6726,0.15,1008,0,0,0
981,log_429_1708942772.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,sudden,[5475],[5446],6726,0.15,1008,1,0,1
982,log_429_1708942772.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_start,"[1530, 3074]",[1519],6726,0.15,1008,1,0,2
983,log_429_1708942772.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_end,"[2008, 3475]",[1981],6726,0.15,1008,1,0,2
984,log_466_1708942769.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5916,0.15,887,0,0,0
985,log_466_1708942769.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[4231],[4206],5916,0.15,887,1,0,1
986,log_466_1708942769.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1898],[1886],5916,0.15,887,1,0,1
987,log_466_1708942769.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[2256],[2263],5916,0.15,887,1,0,1
988,log_845_1708942776.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,no_drift,[],[],5935,0.15,890,0,0,0
989,log_845_1708942776.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,sudden,"[1263, 2371, 4333]",[1219],5935,0.15,890,1,0,3
990,log_845_1708942776.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,gradual_start,[],[],5935,0.15,890,0,0,0
991,log_845_1708942776.xes,0.3,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,gradual_end,[],[],5935,0.15,890,0,0,0
992,log_353_1708942766.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6099,0.15,914,0,0,0
993,log_353_1708942766.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3310, 4954]","[3271, 4951]",6099,0.15,914,2,0,2
994,log_353_1708942766.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1486],[],6099,0.15,914,0,0,1
995,log_353_1708942766.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1919],[],6099,0.15,914,0,0,1
996,log_123_1708942772.xes,0.0,na,['gradual'],1,2,0,1,no_drift,[],[],3545,0.15,531,0,0,0
997,log_123_1708942772.xes,0.0,na,['gradual'],1,2,0,1,sudden,[],[],3545,0.15,531,0,0,0
998,log_123_1708942772.xes,0.0,na,['gradual'],1,2,0,1,gradual_start,[1571],[1531],3545,0.15,531,1,0,1
999,log_123_1708942772.xes,0.0,na,['gradual'],1,2,0,1,gradual_end,[2053],[2041],3545,0.15,531,1,0,1
1000,log_467_1708942780.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4295,0.15,644,0,0,0
1001,log_467_1708942780.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1985, 3106]","[3088, 1954]",4295,0.15,644,2,0,2
1002,log_467_1708942780.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4295,0.15,644,0,0,0
1003,log_467_1708942780.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4295,0.15,644,0,0,0
1004,log_354_1708942778.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],5131,0.15,769,0,0,0
1005,log_354_1708942778.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1076],[1076],5131,0.15,769,1,0,1
1006,log_354_1708942778.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2808],[],5131,0.15,769,0,0,1
1007,log_354_1708942778.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[3176],[],5131,0.15,769,0,0,1
1008,log_277_1708942770.xes,0.3,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,no_drift,[],[],7264,0.15,1089,0,0,0
1009,log_277_1708942770.xes,0.3,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,sudden,[1464],[],7264,0.15,1089,0,0,1
1010,log_277_1708942770.xes,0.3,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_start,"[3247, 5451]",[3241],7264,0.15,1089,1,0,2
1011,log_277_1708942770.xes,0.3,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_end,"[3799, 5945]",[3817],7264,0.15,1089,1,0,2
1012,log_237_1708942775.xes,0.6,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6899,0.15,1034,0,0,0
1013,log_237_1708942775.xes,0.6,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3289, 5218]","[5203, 3265]",6899,0.15,1034,2,0,2
1014,log_237_1708942775.xes,0.6,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1061],[1021],6899,0.15,1034,1,0,1
1015,log_237_1708942775.xes,0.6,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1385],[1395],6899,0.15,1034,1,0,1
1016,log_506_1708942780.xes,0.6,na,['sudden'],1,1,1,0,no_drift,[],[],3631,0.15,544,0,0,0
1017,log_506_1708942780.xes,0.6,na,['sudden'],1,1,1,0,sudden,[1936],[1927],3631,0.15,544,1,0,1
1018,log_506_1708942780.xes,0.6,na,['sudden'],1,1,1,0,gradual_start,[],[],3631,0.15,544,0,0,0
1019,log_506_1708942780.xes,0.6,na,['sudden'],1,1,1,0,gradual_end,[],[],3631,0.15,544,0,0,0
1020,log_14_1708942779.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],5245,0.15,786,0,0,0
1021,log_14_1708942779.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1910],[1873],5245,0.15,786,1,0,1
1022,log_14_1708942779.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2951],[2965],5245,0.15,786,1,0,1
1023,log_14_1708942779.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[3526],[3511],5245,0.15,786,1,0,1
1024,log_86_1708942780.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4016,0.15,602,1,0,1
1025,log_86_1708942780.xes,0.0,na,[],0,0,0,0,sudden,[],[],4016,0.15,602,0,0,0
1026,log_86_1708942780.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4016,0.15,602,0,0,0
1027,log_86_1708942780.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4016,0.15,602,0,0,0
1028,log_692_1708942777.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,no_drift,[],[],6096,0.15,914,0,0,0
1029,log_692_1708942777.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,sudden,[1039],[],6096,0.15,914,0,0,1
1030,log_692_1708942777.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_start,"[2394, 3974]","[3961, 2371]",6096,0.15,914,2,0,2
1031,log_692_1708942777.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_end,"[2949, 4551]","[4531, 2941]",6096,0.15,914,2,0,2
1032,log_805_1708942767.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5359,0.15,803,0,0,0
1033,log_805_1708942767.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3586],[],5359,0.15,803,0,0,1
1034,log_805_1708942767.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1505],[1509],5359,0.15,803,1,0,1
1035,log_805_1708942767.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1888],[1873],5359,0.15,803,1,0,1
1036,log_314_1708942777.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],4926,0.15,738,1,0,1
1037,log_314_1708942777.xes,0.6,na,[],0,0,0,0,sudden,[],[],4926,0.15,738,0,0,0
1038,log_314_1708942777.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],4926,0.15,738,0,0,0
1039,log_314_1708942777.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],4926,0.15,738,0,0,0
1040,log_619_1708942775.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,no_drift,[],[],6189,0.15,928,0,0,0
1041,log_619_1708942775.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,sudden,"[1269, 4889]",[4861],6189,0.15,928,1,0,2
1042,log_619_1708942775.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_start,[3075],[3061],6189,0.15,928,1,0,1
1043,log_619_1708942775.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_end,[3653],[3631],6189,0.15,928,1,0,1
1044,log_580_1708942781.xes,0.6,na,['sudden'],1,1,1,0,no_drift,[],[0],2272,0.15,340,0,1,0
1045,log_580_1708942781.xes,0.6,na,['sudden'],1,1,1,0,sudden,[1101],[],2272,0.15,340,0,0,1
1046,log_580_1708942781.xes,0.6,na,['sudden'],1,1,1,0,gradual_start,[],[],2272,0.15,340,0,0,0
1047,log_580_1708942781.xes,0.6,na,['sudden'],1,1,1,0,gradual_end,[],[],2272,0.15,340,0,0,0
1048,log_200_1708942781.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],3060,0.15,459,0,0,0
1049,log_200_1708942781.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1381],[1366],3060,0.15,459,1,0,1
1050,log_200_1708942781.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],3060,0.15,459,0,0,0
1051,log_200_1708942781.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],3060,0.15,459,0,0,0
1052,log_87_1708942782.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],2382,0.15,357,1,0,1
1053,log_87_1708942782.xes,0.0,na,[],0,0,0,0,sudden,[],[],2382,0.15,357,0,0,0
1054,log_87_1708942782.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],2382,0.15,357,0,0,0
1055,log_87_1708942782.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],2382,0.15,357,0,0,0
1056,log_391_1708942779.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],4117,0.15,617,0,0,0
1057,log_391_1708942779.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1080],[1061],4117,0.15,617,1,0,1
1058,log_391_1708942779.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2658],[],4117,0.15,617,0,0,1
1059,log_391_1708942779.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[2962],[],4117,0.15,617,0,0,1
1060,log_355_1708942781.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3227,0.15,484,0,0,0
1061,log_355_1708942781.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1959],[1953],3227,0.15,484,1,0,1
1062,log_355_1708942781.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3227,0.15,484,0,0,0
1063,log_355_1708942781.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3227,0.15,484,0,0,0
1064,log_164_1708942773.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,no_drift,[],[],6972,0.15,1045,0,0,0
1065,log_164_1708942773.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,sudden,[1146],[],6972,0.15,1045,0,0,1
1066,log_164_1708942773.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_start,"[2973, 4622]",[4591],6972,0.15,1045,1,0,2
1067,log_164_1708942773.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_end,"[3513, 5092]",[5101],6972,0.15,1045,1,0,2
1068,log_890_1708942784.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1039,0.15,155,1,0,1
1069,log_890_1708942784.xes,0.0,na,[],0,0,0,0,sudden,[],[],1039,0.15,155,0,0,0
1070,log_890_1708942784.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1039,0.15,155,0,0,0
1071,log_890_1708942784.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1039,0.15,155,0,0,0
1072,log_620_1708942781.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],2168,0.15,325,1,0,1
1073,log_620_1708942781.xes,0.6,na,[],0,0,0,0,sudden,[],[],2168,0.15,325,0,0,0
1074,log_620_1708942781.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],2168,0.15,325,0,0,0
1075,log_620_1708942781.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],2168,0.15,325,0,0,0
1076,log_356_1708942784.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4340,0.15,651,1,0,1
1077,log_356_1708942784.xes,0.0,na,[],0,0,0,0,sudden,[],[],4340,0.15,651,0,0,0
1078,log_356_1708942784.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4340,0.15,651,0,0,0
1079,log_356_1708942784.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4340,0.15,651,0,0,0
1080,log_124_1708942780.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,no_drift,[],[],5958,0.15,893,0,0,0
1081,log_124_1708942780.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,sudden,"[1338, 4688]","[1306, 4641]",5958,0.15,893,2,0,2
1082,log_124_1708942780.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_start,[2575],[2553],5958,0.15,893,1,0,1
1083,log_124_1708942780.xes,0.0,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_end,[3162],[3162],5958,0.15,893,1,0,1
1084,log_546_1708942777.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3779,0.15,566,0,0,0
1085,log_546_1708942777.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1892],[1873],3779,0.15,566,1,0,1
1086,log_546_1708942777.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3779,0.15,566,0,0,0
1087,log_546_1708942777.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3779,0.15,566,0,0,0
1088,log_889_1708942781.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],4818,0.15,722,0,0,0
1089,log_889_1708942781.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3326],[3313],4818,0.15,722,1,0,1
1090,log_889_1708942781.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1376],[],4818,0.15,722,0,0,1
1091,log_889_1708942781.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1783],[],4818,0.15,722,0,0,1
1092,log_431_1708942780.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],4380,0.15,657,0,0,0
1093,log_431_1708942780.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1424],[1408],4380,0.15,657,1,0,1
1094,log_431_1708942780.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2542],[2542],4380,0.15,657,1,0,1
1095,log_431_1708942780.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[2992],[2983],4380,0.15,657,1,0,1
1096,log_432_1708942785.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1264,0.15,189,1,0,1
1097,log_432_1708942785.xes,0.0,na,[],0,0,0,0,sudden,[],[],1264,0.15,189,0,0,0
1098,log_432_1708942785.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1264,0.15,189,0,0,0
1099,log_432_1708942785.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1264,0.15,189,0,0,0
1100,log_769_1708942776.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],5596,0.15,839,0,0,0
1101,log_769_1708942776.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1997, 3682]","[3646, 1972]",5596,0.15,839,2,0,2
1102,log_769_1708942776.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],5596,0.15,839,0,0,0
1103,log_769_1708942776.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],5596,0.15,839,0,0,0
1104,log_238_1708942783.xes,0.3,na,[],0,0,0,0,no_drift,[0],[0],1436,0.15,215,1,0,1
1105,log_238_1708942783.xes,0.3,na,[],0,0,0,0,sudden,[],[],1436,0.15,215,0,0,0
1106,log_238_1708942783.xes,0.3,na,[],0,0,0,0,gradual_start,[],[],1436,0.15,215,0,0,0
1107,log_238_1708942783.xes,0.3,na,[],0,0,0,0,gradual_end,[],[],1436,0.15,215,0,0,0
1108,log_125_1708942783.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],3360,0.15,504,1,0,1
1109,log_125_1708942783.xes,0.0,na,[],0,0,0,0,sudden,[],[],3360,0.15,504,0,0,0
1110,log_125_1708942783.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],3360,0.15,504,0,0,0
1111,log_125_1708942783.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],3360,0.15,504,0,0,0
1112,log_928_1708942780.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],5157,0.15,773,0,0,0
1113,log_928_1708942780.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1410],[1401],5157,0.15,773,1,0,1
1114,log_928_1708942780.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[3271],[],5157,0.15,773,0,0,1
1115,log_928_1708942780.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[3853],[],5157,0.15,773,0,0,1
1116,log_693_1708942782.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],2324,0.15,348,0,0,0
1117,log_693_1708942782.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1317],[1310],2324,0.15,348,1,0,1
1118,log_693_1708942782.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],2324,0.15,348,0,0,0
1119,log_693_1708942782.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],2324,0.15,348,0,0,0
1120,log_49_1708942786.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1439,0.15,215,1,0,1
1121,log_49_1708942786.xes,0.0,na,[],0,0,0,0,sudden,[],[],1439,0.15,215,0,0,0
1122,log_49_1708942786.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1439,0.15,215,0,0,0
1123,log_49_1708942786.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1439,0.15,215,0,0,0
1124,log_278_1708942781.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,no_drift,[],[],6656,0.15,998,0,0,0
1125,log_278_1708942781.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,sudden,"[1518, 2867]",[2806],6656,0.15,998,1,0,2
1126,log_278_1708942781.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,gradual_start,[4622],[4621],6656,0.15,998,1,0,1
1127,log_278_1708942781.xes,0.0,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,gradual_end,[5169],[5149],6656,0.15,998,1,0,1
1128,log_88_1708942783.xes,0.0,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,no_drift,[],[],5374,0.15,806,0,0,0
1129,log_88_1708942783.xes,0.0,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,sudden,"[1162, 2213, 3854]","[2211, 1145, 3823]",5374,0.15,806,3,0,3
1130,log_88_1708942783.xes,0.0,na,"['sudden', 'sudden', 'sudden']",3,3,3,0,gradual_start,[],[],5374,0.15,806,0,0,0
